,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),Tc (K)(KKR-FULL)
19820,NiCuSn,9cb80973-8ba0-416a-b602-81e14957df46,"[[2.90010983, 2.90010983, 0.0], [-2.90010983, 2.90010983, 0.0], [0.0, 0.0, 5.91261781]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 29 29 50 50],-4.393993133333333,-0.0357689283333328,
58601,Au2NbAl,04d413f3-ac21-4daa-a758-0949b6cfcecf,"[[2.92172832, 2.92172832, 0.0], [-2.92172832, 2.92172832, 0.0], [0.0, 0.0, 8.14499585]]","[[0.5, 3.799884530760056e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.799884530760056e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[79 79 79 79 41 41 13 13],-5.22171203625,-0.1555195737499994,
36812,RhZrTl,912aa159-f851-4e90-aa41-a7ca36e78989,"[[3.22831395, 3.22831395, -0.0], [-3.22831395, 3.22831395, -0.0], [0.0, -0.0, 6.41191352]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 40 40 81 81],-6.2167435200000005,-0.2195504458333334,
28339,Zr2VTl,6715a31e-77e2-4537-85c2-b98bb66352a8,"[[3.08882962, 3.08882962, -0.0], [-3.08882962, 3.08882962, -0.0], [-0.0, -0.0, 8.69000443]]","[[0.5, 3.59431616893507e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 3.59431616893507e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[40 40 40 40 23 23 81 81],-6.96376974625,0.0888386518750001,
87675,PdTiPb,f6f3392a-d7a7-4fd0-82f2-7189bab4645f,"[[3.16034546, 3.16034546, 0.0], [-3.16034546, 3.16034546, -0.0], [-0.0, -0.0, 6.31870203]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 22 22 82 82],-5.816264296666667,-0.2836298949999995,
67260,V2CrTl,3f37e1a7-6334-49f7-9a7d-8a68e5331e50,"[[3.06201555, 3.06201555, 0.0], [-3.06201555, 3.06201555, 0.0], [-0.0, 0.0, 6.71417047]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 24 24 81 81],-6.9306791375,0.4827110231249998,
55008,Ir2RuGe,f84f1e78-2ebf-455f-b37e-69da855ddd9a,"[[2.75434012, 2.75434012, -0.0], [-2.75434012, 2.75434012, 0.0], [-0.0, -0.0, 7.57732422]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 44 44 32 32],-7.84951196625,0.0150470149999994,
63214,LuYSb,e2d1e102-c832-4db8-8720-9c70723239a7,"[[3.01824286, 3.01824286, -0.0], [-3.01824286, 3.01824286, 0.0], [-0.0, -0.0, 10.60411202]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 39 39 51 51],-5.317507215,-0.3092949350000005,
42779,CdNiAl,48492f71-2497-4e14-9e39-e5f1cc800962,"[[2.37065429, 2.37065429, -0.0], [-2.37065429, 2.37065429, -0.0], [0.0, 0.0, 9.29503934]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.9999999999999996, 0.9999999999999998, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[48 48 28 28 13 13],-3.38056372,-0.0574333416666667,
61658,LaHfPb,f1ebf86a-efeb-4f2e-b7ba-38264e82ba0b,"[[2.95247848, 2.95247848, -0.0], [-2.95247848, 2.95247848, 0.0], [-0.0, -0.0, 11.20981934]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 72 72 82 82],-5.978315008333333,0.1430732533333329,
4001,Ti2ZrGa,c2329f6e-1478-40cd-82c3-1cddcfa7dd97,"[[2.85565139, 2.85565139, 0.0], [-2.85565139, 2.85565139, -0.0], [0.0, 0.0, 8.8259459]]","[[0.5, 3.887810075532913e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.887810075532913e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[22 22 22 22 40 40 31 31],-7.03080956125,-0.2739441837500003,
27265,YRhSb,80642d41-5631-4d9c-9102-2a9aadf330bb,"[[2.81898475, 2.81898475, 0.0], [-2.81898475, 2.81898475, -0.0], [0.0, 0.0, 9.21847704]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 45 45 51 51],-6.533021121666667,-0.5905294200000005,
20875,NiOsIn,bbb8d86f-9bf7-445d-872d-51ca8c6f485a,"[[2.94475227, 2.94475227, 0.0], [-2.94475227, 2.94475227, 0.0], [0.0, 0.0, 5.91445783]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 76 76 49 49],-5.845217715,0.5769926066666665,
98312,Os2CdPb,7c002c99-adaa-4bde-848f-929e874cca41,"[[2.94058575, 2.94058575, -0.0], [-2.94058575, 2.94058575, 0.0], [-0.0, -0.0, 8.35691872]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 48 48 82 82],-5.63024873,1.06648191875,
37270,RhCdSb,8e68b82d-6508-41d4-be02-e4add692c3b2,"[[3.18774022, 3.18774022, -0.0], [-3.18774022, 3.18774022, -0.0], [0.0, 0.0, 6.3699484]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 48 48 51 51],-4.2708692133333335,-0.2206962733333336,
71173,Mn2TaBi,b04cd4cc-6b62-4a49-8fb0-a8651da3f1dc,"[[2.79600574, 2.79600574, 0.0], [-2.79600574, 2.79600574, 0.0], [-0.0, -0.0, 8.58156592]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 73 73 83 83],-7.98544697625,0.3634160399999997,
32328,MoTiSn,a7e049b0-20fb-4e63-b41b-e56d46e16d09,"[[0.0, 3.17731018, 3.17731018], [3.17731018, 0.0, 3.17731018], [3.17731018, 3.17731018, -0.0]]","[[0.2500000000000001, 0.2500000000000001, 0.24999999999999986], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.0, 0.0, 0.0]]",[42 22 50],-7.05833114,0.4645124166666671,
1826,ScRhSb,72cca475-e4dc-4115-b1f5-28d02dd10638,"[[2.7866227, 2.7866227, 0.0], [-2.7866227, 2.7866227, 0.0], [0.0, -0.0, 8.51338494]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 45 45 51 51],-6.429443293333333,-0.5463660316666671,
77635,Zn2IrSi,ccdbe075-4c86-4873-a08f-acecc8630b11,"[[2.72600701, 2.72600701, 0.0], [-2.72600701, 2.72600701, -0.0], [0.0, 0.0, 7.46192661]]","[[0.4999999999999999, 4.072707885755424e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.072707885755424e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[30 30 30 30 77 77 14 14],-4.2703572075,-0.1481112225000007,
11765,MnNiAl,a5b1d39f-edbd-4d77-bb5c-fe912a8f6b4c,"[[2.40629319, 2.40629319, 0.0], [-2.40629319, 2.40629319, 0.0], [-0.0, -0.0, 7.99073908]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 28 28 13 13],-5.91323849,0.1117435499999999,
66417,Ti2RuPb,2579a74d-379c-42eb-8769-8f63103faad3,"[[3.26104125, 3.26104125, -0.0], [-3.26104125, 3.26104125, 0.0], [-0.0, -0.0, 6.52568585]]","[[0.49999999999999983, 3.404504695011621e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7499999999999999], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999983, 0.0], [0.49999999999999983, 3.404504695011621e-17, 0.7499999999999999], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.5]]",[22 22 22 22 44 44 82 82],-7.16434455625,-0.0598758174999991,
65526,Sc2WAs,12b5d139-5f29-42a2-9c01-02e7c591b7d4,"[[2.85028759, 2.85028759, 0.0], [-2.85028759, 2.85028759, 0.0], [-0.0, -0.0, 9.04398807]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 74 74 33 33],-7.61875886875,-0.0888339800000004,
36675,Rh2ZnIn,d0d13658-b9bf-464e-a24b-e305c628b935,"[[3.1364779, 3.1364779, -0.0], [-3.1364779, 3.1364779, -0.0], [-0.0, -0.0, 6.26159742]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 30 30 49 49],-4.95739853,-0.4120427212499997,
91937,Hf2NiGe,adb28a44-170d-46fb-9f09-f9548f1213f7,"[[2.70121099, 2.70121099, 0.0], [-2.70121099, 2.70121099, 0.0], [-0.0, -0.0, 9.48252472]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[72 72 72 72 28 28 32 32],-7.8702614675,-0.4084439175000005,
49344,WCuGa,a3f2f6c2-56f6-4842-9931-9d640f1ae8a3,"[[2.61996829, 2.61996829, 0.0], [-2.61996829, 2.61996829, -0.0], [-0.0, 0.0, 7.40304791]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 29 29 31 31],-5.6259364666666665,0.9084756533333334,
43916,CdHfIn,b2f4faef-421b-4761-9a9c-a13f532f68f3,"[[3.3090981, 3.3090981, -0.0], [-3.3090981, 3.3090981, -0.0], [-0.0, 0.0, 6.69135089]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[48 48 72 72 49 49],-4.071755566666667,0.3399338483333333,
104575,La2PtIn,b7f6a08a-bd24-4652-8e3b-20961ab79991,"[[3.19402152, 3.19402152, 0.0], [-3.19402152, 3.19402152, -0.0], [0.0, 0.0, 10.4002664]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[57 57 57 57 78 78 49 49],-5.2045867325,-0.6101766925000005,
976,Sc2NiAs,3d21e8d6-aa95-4bda-b9d1-442db74fa4c8,"[[3.24894414, 3.24894414, -0.0], [-3.24894414, 3.24894414, 0.0], [-0.0, 0.0, 6.53023703]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 28 28 33 33],-6.32659191,-0.6635209562500011,
64602,Sc2MnP,9f68d705-9105-4479-86ee-66a7c956496b,"[[2.67137594, 2.67137594, 0.0], [-2.67137594, 2.67137594, 0.0], [0.0, 0.0, 9.03329073]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 25 25 15 15],-7.0189756825,-0.3269937633928572,
51033,ReFeSi,92517660-d98f-4435-86a9-57c0acafe118,"[[-0.0, 2.83322835, 2.83322835], [2.83322835, 0.0, 2.83322835], [2.83322835, 2.83322835, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[75 26 14],-8.440388780000001,0.2564321583333313,
96190,Re2MnIn,b43ffdf3-2b7b-4882-9ae4-f6fbb2193535,"[[3.11914693, 3.11914693, -0.0], [-3.11914693, 3.11914693, 0.0], [-0.0, -0.0, 6.25201872]]","[[0.5, 3.559380335523844e-17, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.5, 3.559380335523844e-17, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[75 75 75 75 25 25 49 49],-8.58984330875,0.461886838749999,
88288,Pd2MoSn,2f4aaff7-4000-4f1a-bcf7-48137f652368,"[[3.00607846, 3.00607846, -0.0], [-3.00607846, 3.00607846, -0.0], [-0.0, -0.0, 7.44322021]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 42 42 50 50],-6.3158265975,-0.0171790037499999,
22719,CuAgGe,f0af75ff-2bba-4f0d-9c39-bf89e06a050c,"[[2.98313224, 2.98313224, 0.0], [-2.98313224, 2.98313224, -0.0], [0.0, 0.0, 5.90604311]]","[[0.5, 0.0, 0.25], [2.220446049250313e-16, 0.5000000000000001, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 47 47 32 32],-3.4940007483333333,0.1669458016666662,
89089,Ag2FeP,ad4a4b52-e2f1-4358-b996-3f1cc24006a1,"[[3.12797406, 3.12797406, 0.0], [-3.12797406, 3.12797406, -0.0], [0.0, 0.0, 6.35191534]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 26 26 15 15],-4.38194859625,0.3971836953571426,
35411,Ru2CdIn,f0d442d7-a47d-45d9-85d6-8b971e5fa54a,"[[3.23391815, 3.23391815, 0.0], [-3.23391815, 3.23391815, -0.0], [0.0, 0.0, 6.46349961]]","[[0.5, 0.0, 0.25], [0.0, 0.4999999999999999, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 48 48 49 49],-5.08992930125,0.3536461850000005,
52011,Re2HfGa,52f905cb-ee92-4b53-8f4b-eee6bff9f308,"[[2.75245839, 2.75245839, -0.0], [-2.75245839, 2.75245839, 0.0], [0.0, 0.0, 8.66358359]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 72 72 31 31],-9.34343423625,0.0622715887499989,
30146,NbScSi,f5990784-4f6c-465d-98e1-1991d15f8431,"[[2.68675055, 2.68675055, -0.0], [-2.68675055, 2.68675055, 0.0], [-0.0, 0.0, 8.41381422]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 21 21 14 14],-7.089969851666667,0.1645188383333327,
586,Sc2MnSb,04208cfb-f839-4d52-86a8-51b65de200e1,"[[3.01885787, 3.01885787, 0.0], [-3.01885787, 3.01885787, -0.0], [0.0, 0.0, 8.80470695]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 25 25 51 51],-6.765765375,-0.3917854962500007,796.4
64355,Lu2PtTl,ef986890-5d3d-4ee5-9e38-c48916fff1db,"[[3.53830659, 3.53830659, 0.0], [-3.53830659, 3.53830659, 0.0], [-0.0, -0.0, 7.27261642]]","[[0.5, 3.1377242089842664e-17, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 3.1377242089842664e-17, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[71 71 71 71 78 78 81 81],-5.02375964875,-0.7158583081250001,
57916,Au2VSn,ff50680a-874a-4ad3-ae98-747ecb7ad484,"[[2.9924041, 2.9924041, 0.0], [-2.9924041, 2.9924041, -0.0], [-0.0, -0.0, 8.26399337]]","[[0.4999999999999999, 3.710137359540299e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7499999999999998], [0.4999999999999999, 3.710137359540299e-17, 0.7499999999999998], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[79 79 79 79 23 23 50 50],-4.75346850875,0.0569562799999996,
38363,PdCoBi,9b050dab-6cff-48a1-a7aa-9cf44f3f6f5a,"[[0.0, 3.13699958, 3.13699958], [3.13699958, -0.0, 3.13699958], [3.13699958, 3.13699958, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[46 27 83],-5.09007545,0.2865634400000007,
28737,Zr2CoBi,0420ed52-f544-489a-9269-e6f9d26fb646,"[[3.09241534, 3.09241534, -0.0], [-3.09241534, 3.09241534, 0.0], [0.0, 0.0, 8.45743593]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 27 27 83 83],-7.07398240875,-0.0860425737500003,
64285,LuIrSb,af2d5972-bc34-4726-a7f2-10fcc7b589c0,"[[2.80850815, 2.80850815, 0.0], [-2.80850815, 2.80850815, -0.0], [0.0, -0.0, 8.92179771]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 77 77 51 51],-6.266421520000001,-0.4491680200000007,
100653,Pt2CoTl,4b699898-a055-4649-a6d9-9f1e708f0ec4,"[[2.89994638, 2.89994638, -0.0], [-2.89994638, 2.89994638, 0.0], [-0.0, -0.0, 7.72784244]]","[[0.5, 3.828426043605526e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.7500000000000002], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.828426043605526e-17, 0.7500000000000002], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[78 78 78 78 27 27 81 81],-5.18464451125,0.1807266706249999,
50072,W2AgTl,cd5df484-1589-4766-aba7-ec1e7ee78d01,"[[2.78049154, 2.78049154, 0.0], [-2.78049154, 2.78049154, 0.0], [-0.0, -0.0, 9.26267057]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 74 74 47 47 81 81],-6.8070135125,0.8997469081249996,
48793,WTiAs,b2aeac9e-4612-4522-b1a2-260b5d8ad553,"[[2.61752358, 2.61752358, 0.0], [-2.61752358, 2.61752358, 0.0], [0.0, 0.0, 7.94608196]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.24999999999999997], [0.9999999999999999, 0.4999999999999999, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[74 74 22 22 33 33],-8.121950525,0.3523345716666668,
56930,Pt2RhAs,518ef6c1-d53d-43b4-a231-1939079e860e,"[[2.7439, 2.7439, 0.0], [-2.7439, 2.7439, -0.0], [0.0, 0.0, 8.30521558]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 45 45 33 33],-5.98356604625,0.0519388199999992,
90329,Cd2CoAl,b0ddc2b3-1130-43a7-ac92-a71aa70a88af,"[[2.83275718, 2.83275718, 0.0], [-2.83275718, 2.83275718, -0.0], [0.0, 0.0, 8.28209288]]","[[0.5, 3.919231173302177e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.919231173302177e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[48 48 48 48 27 27 13 13],-2.89495016875,0.1741315400000003,
63530,Lu2RuAl,4c745cb5-7f24-4dab-a0e6-b79c81406bc5,"[[3.42127405, 3.42127405, -0.0], [-3.42127405, 3.42127405, 0.0], [0.0, 0.0, 6.87817235]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 44 44 13 13],-5.88341023875,-0.4127990025000008,
12390,Mn2NbAs,84fc9dd4-b7e9-400e-b2f4-8c34e3fcda05,"[[2.97067686, 2.97067686, -0.0], [-2.97067686, 2.97067686, 0.0], [-0.0, -0.0, 5.937319]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 41 41 33 33],-8.27243347125,-0.1536848675000008,
88595,Pd2TaSn,5eb43c48-fc6f-437d-b5b8-f8246807623a,"[[3.02300386, 3.02300386, -0.0], [-3.02300386, 3.02300386, -0.0], [-0.0, -0.0, 7.60146997]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 73 73 50 50],-6.69548664875,-0.1763142650000002,
10467,Cr2OsPb,0541294b-9c84-46ad-b434-405016512ee9,"[[2.88827874, 2.88827874, 0.0], [-2.88827874, 2.88827874, -0.0], [0.0, 0.0, 7.6433318]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 76 76 82 82],-7.7361651725,0.7257661012499987,
56191,PtMnPb,3a2813bb-529e-4939-8558-15550b21cd59,"[[-0.0, 3.18693592, 3.18693592], [3.18693592, -0.0, 3.18693592], [3.18693592, 3.18693592, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[78 25 82],-6.245777133333333,-0.0646505499999996,8.4
85420,Ru2CdSn,bb7773ce-27d8-4de3-91ec-18d0ac2de6ca,"[[2.84978455, 2.84978455, -0.0], [-2.84978455, 2.84978455, 0.0], [0.0, 0.0, 8.40981239]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 48 48 50 50],-5.37462866,0.3903801925000003,
