,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),Tc (K)(KKR-FULL)
93935,Ta2ZrIn,774e1cc3-9719-431d-9425-952b80a80795,"[[0.0, 3.41887513, 3.41887513], [3.41887513, 0.0, 3.41887513], [3.41887513, 3.41887513, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",[73 73 40 49],-8.5861161025,0.0851122099999983,
81058,Zr2WSi,fef6fdab-5a63-49cf-a5ee-be88b04e6f10,"[[2.81036215, 2.81036215, -0.0], [-2.81036215, 2.81036215, 0.0], [-0.0, -0.0, 9.3569479]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 74 74 14 14],-8.9253610225,-0.0732846125000019,
102899,AuPtP,41b4e805-97bf-4b36-abe3-a5b8ce29d9ec,"[[2.4500184, 2.4500184, -0.0], [-2.4500184, 2.4500184, -0.0], [-0.0, -0.0, 8.85644303]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 78 78 15 15],-4.861701793333333,0.0505242554761912,
22902,CuTaGe,e4194c29-e759-4079-a4a3-ba10aeb77170,"[[2.74725593, 2.74725593, -0.0], [-2.74725593, 2.74725593, 0.0], [-0.0, 0.0, 6.76336069]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 73 73 32 32],-6.317579366666667,0.3724063000000003,
94289,Ta2AgBi,95972052-7506-48a2-845e-d2948240479c,"[[2.99689951, 2.99689951, 0.0], [-2.99689951, 2.99689951, -0.0], [-0.0, 0.0, 8.85676888]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 47 47 83 83],-6.99085575375,0.56009317,
104044,La2RhSn,9b0cd8c0-ebe2-4c6e-bcd2-c1b616e6cc03,"[[3.16702293, 3.16702293, 0.0], [-3.16702293, 3.16702293, 0.0], [0.0, 0.0, 10.44022336]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 45 45 50 50],-5.72977243875,-0.5254899550000003,
17395,CoCuIn,89b72266-422e-4e18-b390-2c15381666d6,"[[2.91838065, 2.91838065, 0.0], [-2.91838065, 2.91838065, -0.0], [-0.0, -0.0, 5.89214664]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[27 27 29 29 49 49],-4.067119865,0.381326016666667,
12960,Mn2CdSn,b9f0660c-68f4-4624-b896-bd72f2f3f4da,"[[2.99259394, 2.99259394, -0.0], [-2.99259394, 2.99259394, 0.0], [0.0, 0.0, 7.87966173]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[25 25 25 25 48 48 50 50],-5.4138835525,0.1630846125000005,
36491,Rh2CoSb,c6c86da2-7af1-4c2e-88bc-42490942f443,"[[2.840082, 2.840082, -0.0], [-2.840082, 2.840082, -0.0], [0.0, 0.0, 7.32744467]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[45 45 45 45 27 27 51 51],-6.61011845125,-0.18630594625,497.2
68071,V2HfSb,df8d618a-09f5-4fc9-863a-53452282e3e1,"[[2.88259934, 2.88259934, 0.0], [-2.88259934, 2.88259934, 0.0], [0.0, -0.0, 8.43716961]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 72 72 51 51],-7.99821665,-0.00177718625,
45331,Hf2NiGa,aafdba49-8d21-4c05-bded-128d1f39438a,"[[3.00722636, 3.00722636, 0.0], [-3.00722636, 3.00722636, -0.0], [0.0, 0.0, 7.58882283]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 28 28 31 31],-7.407055855,-0.3478705500000005,
96712,Re2RuPb,53a434c7-eb83-4d13-88c8-fbc9b081d12f,"[[2.89085363, 2.89085363, -0.0], [-2.89085363, 2.89085363, 0.0], [-0.0, -0.0, 7.90035899]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 44 44 82 82],-8.56514124875,0.836352149999998,
74085,Co2ReIn,d98a954b-4267-4685-af6c-f04c991c908f,"[[2.63831455, 2.63831455, 0.0], [-2.63831455, 2.63831455, -0.0], [0.0, -0.0, 7.97672275]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 75 75 49 49],-6.81723168875,0.4398559500000001,
3745,TiCuSb,4ebfa828-3486-464e-ac6f-565c906ef560,"[[3.14751522, 3.14751522, 0.0], [-3.14751522, 3.14751522, 0.0], [0.0, 0.0, 6.20956931]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 29 29 51 51],-5.1807019,0.0500612066666666,
54532,Ir2CoTl,7c020407-1ffc-4a41-ba5b-97508b5f617f,"[[2.81403061, 2.81403061, -0.0], [-2.81403061, 2.81403061, -0.0], [0.0, -0.0, 7.76499338]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[77 77 77 77 27 27 81 81],-6.2065856,0.5336449968749992,
24960,Zn2RuAl,a436de11-4640-45cc-b810-053fc23cdf5b,"[[2.57137158, 2.57137158, 0.0], [-2.57137158, 2.57137158, -0.0], [-0.0, -0.0, 8.43581783]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 44 44 13 13],-4.07058844875,-0.2755372124999997,
90247,Cd2MnSn,4de04679-832c-4cd4-b354-aacdfd555b3e,"[[2.95555934, 2.95555934, 0.0], [-2.95555934, 2.95555934, 0.0], [0.0, 0.0, 8.67158855]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 25 25 50 50],-3.1027730475,0.44780637125,
46016,HfPdAs,67990493-3581-48c2-abb1-9115f39ab25b,"[[3.3430109, 3.3430109, -0.0], [-3.3430109, 3.3430109, -0.0], [-0.0, -0.0, 5.55047369]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 46 46 33 33],-7.126522315,-0.5223424766666677,
27820,Y2OsAl,e5f0cf58-707c-41ab-8f22-5a04bc9b3b14,"[[3.50786928, 3.50786928, 0.0], [-3.50786928, 3.50786928, 0.0], [-0.0, -0.0, 6.96847335]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 76 76 13 13],-7.2379968025,-0.2828408762500007,
10320,CrReSi,03bf7505-2459-4b54-bb60-a91a12d8f176,"[[2.81610256, 2.81610256, -0.0], [-2.81610256, 2.81610256, 0.0], [0.0, 0.0, 5.62711838]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 75 75 14 14],-9.04335797,0.0699248116666666,
96877,Re2AgBi,e5d698b7-6450-4030-a448-9feb5702a643,"[[3.23339464, 3.23339464, 0.0], [-3.23339464, 3.23339464, 0.0], [0.0, 0.0, 6.99198398]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 47 47 83 83],-6.81465949,1.03223079125,
13366,MnIrSi,882996d2-c6f3-4afa-a45b-7b3133aeaf4f,"[[2.76872223, 2.76872223, -0.0], [-2.76872223, 2.76872223, -0.0], [-0.0, 0.0, 5.56357972]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 77 77 14 14],-7.895955946666667,-0.1840614799999992,
97810,OsZnP,257005c1-bc54-4d72-8092-3ec0ebbd8d2a,"[[2.88542604, 2.88542604, 0.0], [-2.88542604, 2.88542604, -0.0], [0.0, 0.0, 5.73016125]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 30 30 15 15],-5.664307935,0.2507019271428573,
27688,YWAs,a4e0fadf-af7c-402e-b409-8dcbb42e99c8,"[[2.60022563, 2.60022563, 0.0], [-2.60022563, 2.60022563, -0.0], [0.0, 0.0, 9.83845947]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 74 74 33 33],-7.800434336666666,0.2157965650000003,
44451,CdIrAs,23dda472-8fc1-47ac-b15b-1979b5ae997a,"[[2.52213279, 2.52213279, -0.0], [-2.52213279, 2.52213279, 0.0], [0.0, 0.0, 9.41236391]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 77 77 33 33],-4.56864722,0.1909269633333329,
7273,V2CdSi,658656fa-6ef6-4e44-b349-f572c85cb6e6,"[[2.71523057, 2.71523057, -0.0], [-2.71523057, 2.71523057, -0.0], [-0.0, -0.0, 8.10052412]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 48 48 14 14],-5.8760480575,0.14765911875,
92306,Hf2NbSn,3c01c481-d984-4ef2-b28c-cea327e4c122,"[[3.01033883, 3.01033883, 0.0], [-3.01033883, 3.01033883, 0.0], [0.0, 0.0, 9.25808964]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 41 41 50 50],-8.585292215,-0.1391372712500018,
48071,TaAgSn,ab26b7b8-da26-4485-9e42-443d735b883d,"[[3.27378271, 3.27378271, 0.0], [-3.27378271, 3.27378271, -0.0], [-0.0, -0.0, 6.55523276]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 47 47 50 50],-5.465835135,0.6560578933333332,
87739,Pd2VPb,0fd90ecd-09e7-4084-899a-3f7086299eca,"[[2.93579145, 2.93579145, -0.0], [-2.93579145, 2.93579145, -0.0], [-0.0, -0.0, 8.09655853]]","[[0.4999999999999999, 3.781682192122865e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.781682192122865e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[46 46 46 46 23 23 82 82],-5.74830527625,-0.0058643412499996,62.2
49152,WFeBi,18ccd51f-3f2e-4a3f-974f-98623b276b7c,"[[3.1216322, 3.1216322, 0.0], [-3.1216322, 3.1216322, 0.0], [0.0, 0.0, 6.25368697]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 26 26 83 83],-7.15739602,1.2082237750000004,
746,ScFeTl,a55284e8-388c-4789-aea9-8e71452c2e3d,"[[2.65423697, 2.65423697, 0.0], [-2.65423697, 2.65423697, -0.0], [-0.0, 0.0, 9.2025227]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 26 26 81 81],-5.123339266666666,0.454696680833333,
101643,Pt2AuGe,d11d320f-d83a-416f-acd2-c1528fdd3131,"[[2.7610579, 2.7610579, -0.0], [-2.7610579, 2.7610579, 0.0], [0.0, 0.0, 8.6674696]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 79 79 32 32],-4.9977166875,-0.0114493424999997,
87036,Rh2AgPb,f7c1c630-2b33-411f-9809-1a3886841ce8,"[[2.93251279, 2.93251279, -0.0], [-2.93251279, 2.93251279, -0.0], [-0.0, -0.0, 8.04358158]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 47 47 82 82],-4.97316330125,0.2309376562500009,
61496,La2AgPb,39c85153-7ff4-4efc-97ac-bbf568d95c71,"[[3.93574111, 3.93574111, -0.0], [-3.93574111, 3.93574111, -0.0], [0.0, 0.0, 7.86050378]]","[[0.5, 2.8208741215327467e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 2.8208741215327467e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5000000000000002, 0.5000000000000002, 0.0], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000002, 0.5]]",[57 57 57 57 47 47 82 82],-4.47216742125,-0.4690627212500002,78.9
25132,Zn2PdSi,3c48a67b-a1a8-4a4a-9cb7-c55a0610cf74,"[[2.70946161, 2.70946161, 0.0], [-2.70946161, 2.70946161, 0.0], [0.0, 0.0, 7.91233583]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 46 46 14 14],-3.3809165625,-0.1688603925,
98013,Os2MoP,e77481f8-14ff-4dc3-afd6-13e5c7a8a304,"[[2.66003029, 2.66003029, 0.0], [-2.66003029, 2.66003029, -0.0], [0.0, 0.0, 7.98062032]]","[[0.4999999999999999, 4.173723242170887e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.173723242170887e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[76 76 76 76 42 42 15 15],-9.38060666375,0.3166570403571427,
98297,Os2CdIn,c55e9334-ef93-41ec-a360-36630518141a,"[[2.96277596, 2.96277596, 0.0], [-2.96277596, 2.96277596, -0.0], [-0.0, -0.0, 7.78684569]]","[[0.4999999999999999, 3.747239209491751e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.747239209491751e-17, 0.7499999999999998], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[76 76 76 76 48 48 49 49],-5.71083739875,0.7301503425,
20787,NiReSn,aa7f79b2-6e16-4f2e-b43e-806af6f0b3a0,"[[2.9639696, 2.9639696, 0.0], [-2.9639696, 2.9639696, 0.0], [0.0, 0.0, 5.93451701]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[28 28 75 75 50 50],-6.719095281666667,0.5212619683333332,
52261,Re2IrSi,0e953792-6f70-45aa-a2b8-2a7485bbe07e,"[[2.67816672, 2.67816672, 0.0], [-2.67816672, 2.67816672, 0.0], [0.0, 0.0, 7.95757931]]","[[0.4999999999999999, 4.145458967637222e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.7500000000000002], [0.4999999999999999, 4.145458967637222e-17, 0.7500000000000002], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[75 75 75 75 77 77 14 14],-9.7257172375,0.0420332624999986,
47702,TaZrBi,cb40a81d-1188-4c71-a6cf-59bf7a7f7817,"[[3.03534629, 3.03534629, 0.0], [-3.03534629, 3.03534629, -0.0], [0.0, 0.0, 8.4588551]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 40 40 83 83],-7.34790206,0.7191372616666669,
43827,Cd2AgBi,d50aeac3-7751-49dd-a885-e6cdd65fd875,"[[3.208781, 3.208781, -0.0], [-3.208781, 3.208781, 0.0], [0.0, 0.0, 9.3208226]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 47 47 83 83],-1.95617915,0.0681270362499999,
71955,Fe2YSb,0c848144-4d03-4af2-8921-065d5eedcbd7,"[[2.98640025, 2.98640025, 0.0], [-2.98640025, 2.98640025, -0.0], [0.0, -0.0, 8.3251771]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 39 39 51 51],-6.71590091875,0.0611958799999996,
74291,CoPtP,34a5d216-0379-4962-b249-012fd5dddd8c,"[[2.57764911, 2.57764911, -0.0], [-2.57764911, 2.57764911, -0.0], [0.0, 0.0, 6.56706078]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.24999999999999997], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[27 27 78 78 15 15],-6.120206766666667,0.0647423138095237,
88134,Pd2YGa,5736ddf6-ad0c-4781-989e-5cf798236aa0,"[[2.89008964, 2.89008964, 0.0], [-2.89008964, 2.89008964, 0.0], [-0.0, -0.0, 8.7399556]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 39 39 31 31],-5.69314967125,-0.7527725837499997,
12066,Mn2ZnGa,8ec3a4eb-5c0d-47f0-806c-2677a7b24f27,"[[3.03887032, 3.03887032, -0.0], [-3.03887032, 3.03887032, 0.0], [0.0, 0.0, 5.96087913]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 30 30 31 31],-5.49347141375,-0.0626764575000002,1083.9
79014,Y2AgTl,c673de07-e412-4f97-a866-cf7685a3dccc,"[[3.15580855, 3.15580855, -0.0], [-3.15580855, 3.15580855, 0.0], [0.0, -0.0, 10.36194123]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 47 47 81 81],-4.66925750375,-0.2225658481249999,
73112,Co2MnP,beb73142-faff-4b7c-b98f-7ff34f984826,"[[2.4617098, 2.4617098, -0.0], [-2.4617098, 2.4617098, 0.0], [0.0, 0.0, 6.976388]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 25 25 15 15],-7.30626918875,-0.2206054671428567,
37464,RhWTl,46d99bd6-277a-4251-a923-a7422e3e2a40,"[[0.0, 3.08690035, 3.08690035], [3.08690035, 0.0, 3.08690035], [3.08690035, 3.08690035, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[45 74 81],-6.91239342,0.5613932341666666,
33616,Mo2AgTl,ebe05ddf-6b03-4c10-acb2-a24fb474200a,"[[2.77290784, 2.77290784, -0.0], [-2.77290784, 2.77290784, -0.0], [-0.0, -0.0, 9.21239681]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 42 42 47 47 81 81],-6.0448849025,0.6489217681250006,
13321,MnOsIn,de6c3dbd-9a69-4195-bb24-2f5981d1276d,"[[2.93383492, 2.93383492, -0.0], [-2.93383492, 2.93383492, 0.0], [0.0, 0.0, 5.87407391]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[25 25 76 76 49 49],-7.053394013333333,0.494108611666667,
43007,Cd2ZnGa,a8b5327d-7a2b-404a-96e2-4b5b69f091a0,"[[3.07049559, 3.07049559, 0.0], [-3.07049559, 3.07049559, 0.0], [-0.0, -0.0, 8.57792679]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 30 30 31 31],-1.30319591875,0.074821545,
82347,Nb2PdP,22f21642-e55b-4690-8c9c-264d1e802a5b,"[[3.42497074, 3.42497074, -0.0], [-3.42497074, 3.42497074, 0.0], [-0.0, -0.0, 5.41649072]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 46 46 15 15],-8.0738768575,-0.3724576783928572,
91516,Hf2TiSb,d7828444-93f4-476a-82fd-56020f7bd466,"[[2.992525, 2.992525, -0.0], [-2.992525, 2.992525, -0.0], [-0.0, -0.0, 9.22168347]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 22 22 51 51],-8.1834759925,-0.2351735125000003,
40127,AgMnBi,3c29b637-e587-4c0a-a445-8e0c162d294a,"[[-0.0, 3.31067973, 3.31067973], [3.31067973, 0.0, 3.31067973], [3.31067973, 3.31067973, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[47 25 83],-4.843816886666667,0.306930621666666,
62933,Lu2NiGa,a990c2c1-60a9-44eb-aec4-5a31d1212449,"[[3.39329961, 3.39329961, 0.0], [-3.39329961, 3.39329961, -0.0], [-0.0, -0.0, 6.85045671]]","[[0.5, 3.271809601938323e-17, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 3.271809601938323e-17, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.49999999999999983]]",[71 71 71 71 28 28 31 31],-4.8293214825,-0.50478471,
