,composition,UUID,cell,positions,numbers
23908,Zn2CrGe,d8a13435-1fc8-414e-af27-ac1742fc231f,"[[2.61763743, 2.61763743, -0.0], [-2.61763743, 2.61763743, 0.0], [0.0, 0.0, 8.08555724]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 24 24 32 32]
94410,Ta2In,7e0617b3-313e-4ff0-af7d-70ce933c9092,"[[2.84697556, 2.84697556, 0.0], [-2.84697556, 2.84697556, -0.0], [0.0, -0.0, 8.42942871]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 49 49]
13197,Mn2WPb,193503b4-a014-460b-b9fd-0cf02d565ba9,"[[3.09397935, 3.09397935, 0.0], [-3.09397935, 3.09397935, 0.0], [0.0, 0.0, 6.18419685]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 74 74 82 82]
62065,LaIrAs,9fdc1313-5bbd-48ec-88aa-4101ae85caf8,"[[4.11468341, 4.11468341, 0.0], [-4.11468341, 4.11468341, 0.0], [-0.0, -0.0, 4.67509598]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 77 77 33 33]
85900,Ru2PtIn,cce6be65-207f-456b-aa45-e9b773853188,"[[2.82750195, 2.82750195, 0.0], [-2.82750195, 2.82750195, 0.0], [0.0, 0.0, 7.85888188]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 78 78 49 49]
36564,RhNiSb,101af631-2ce7-42b9-b75c-1c4827b89c5c,"[[2.98285036, 2.98285036, 0.0], [-2.98285036, 2.98285036, 0.0], [-0.0, -0.0, 5.99089455]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[45 45 28 28 51 51]
64444,Sc2Al,9dac5689-f71e-4cca-a937-1731dff2775e,"[[2.79798545, 2.79798545, 0.0], [-2.79798545, 2.79798545, 0.0], [0.0, 0.0, 9.67140272]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 13 13]
4692,Ti2TaAs,0c4e0788-fac7-4d48-9ce4-f0a958b44022,"[[2.78993201, 2.78993201, 0.0], [-2.78993201, 2.78993201, 0.0], [0.0, -0.0, 8.5020846]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 73 73 33 33]
25773,Zn2IrGa,e12f6ca8-3e19-4bd0-9ff2-ff84b9b8799b,"[[2.63720493, 2.63720493, 0.0], [-2.63720493, 2.63720493, -0.0], [-0.0, -0.0, 8.27090438]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 77 77 31 31]
33842,Mo2WGa,1acf643f-dabe-4de8-9a57-a8161eb5bb6b,"[[3.16148634, 3.16148634, -0.0], [-3.16148634, 3.16148634, 0.0], [-0.0, 0.0, 6.25474668]]","[[0.5, 3.5117122303465547e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 3.5117122303465547e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5000000000000002, 0.5000000000000002, 0.0], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000002, 0.5]]",[42 42 42 42 74 74 31 31]
95245,W2ZnPb,e0ff58f4-30b7-4db9-9238-3f621762776c,"[[3.50444378, 3.50444378, -0.0], [-3.50444378, 3.50444378, -0.0], [-0.0, 0.0, 5.82161386]]","[[0.49999999999999983, 3.168043473721118e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7500000000000001], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.49999999999999983, 3.168043473721118e-17, 0.7500000000000001], [0.9999999999999998, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[74 74 74 74 30 30 82 82]
51277,Re2CuSi,5f87a4ae-5942-4dc6-a72d-a2ed8fdca848,"[[2.9794356, 2.9794356, -0.0], [-2.9794356, 2.9794356, -0.0], [-0.0, -0.0, 5.98537299]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 29 29 14 14]
8528,Cr2MnSb,aa7bbeac-12da-479b-880b-f752eb434e22,"[[2.80912762, 2.80912762, 0.0], [-2.80912762, 2.80912762, 0.0], [-0.0, 0.0, 7.4720266]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 25 25 51 51]
101150,Pt2PdP,83a33af9-2550-45b1-b7e6-d1f916effb25,"[[3.27113543, 3.27113543, -0.0], [-3.27113543, 3.27113543, 0.0], [-0.0, 0.0, 5.64859024]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[78 78 78 78 46 46 15 15]
90312,Cd2FeTl,cf439e49-0e20-4708-9fa7-dc07fe411009,"[[3.00891919, 3.00891919, 0.0], [-3.00891919, 3.00891919, 0.0], [0.0, -0.0, 9.11804195]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 26 26 81 81]
13116,Mn2TaSb,d53051e2-57ba-48aa-bd9e-99604d497525,"[[3.0692211, 3.0692211, -0.0], [-3.0692211, 3.0692211, 0.0], [0.0, -0.0, 6.13873427]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 73 73 51 51]
78533,Y2Si,a4421e38-894c-49ab-a174-74a35be882f3,"[[2.85389289, 2.85389289, -0.0], [-2.85389289, 2.85389289, -0.0], [-0.0, -0.0, 10.25612837]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[39 39 39 39 14 14]
31423,Nb2RhPb,5d36b1f3-0251-47a0-a307-44400f7044a7,"[[2.80709027, 2.80709027, -0.0], [-2.80709027, 2.80709027, 0.0], [0.0, 0.0, 9.26552437]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 45 45 82 82]
94034,Ta2MoIn,d5cdcc89-2ca7-461e-800c-33a5d451e5ae,"[[2.84972908, 2.84972908, -0.0], [-2.84972908, 2.84972908, -0.0], [-0.0, -0.0, 8.99831173]]","[[0.5, 3.8958897265601005e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.7500000000000002], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.8958897265601005e-17, 0.7500000000000002], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[73 73 73 73 42 42 49 49]
79497,YAuSi,6e26f12c-cdb9-4287-b2c7-083e319a299d,"[[2.80275322, 2.80275322, -0.0], [-2.80275322, 2.80275322, -0.0], [-0.0, -0.0, 8.8443803]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 79 79 14 14]
88987,Ag2VTl,6678d0b9-bad8-4ce0-8d04-0dd613de694f,"[[3.08383107, 3.08383107, 0.0], [-3.08383107, 3.08383107, 0.0], [-0.0, -0.0, 8.06799768]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 23 23 81 81]
28700,ZrCoIn,b34febe4-e8c2-4e02-82ac-bdb9622ab043,"[[2.61305339, 2.61305339, 0.0], [-2.61305339, 2.61305339, 0.0], [-0.0, 0.0, 8.97997254]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 27 27 49 49]
42518,Cd2MnBi,5fdaa5b7-e62f-4572-b18a-737c0c19cc50,"[[2.87617534, 2.87617534, 0.0], [-2.87617534, 2.87617534, -0.0], [0.0, -0.0, 9.8779907]]","[[0.5, 3.8600672538453675e-17, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 3.8600672538453675e-17, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.5, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.5, 0.5]]",[48 48 48 48 25 25 83 83]
59730,Au2IrTl,1dc5fe87-cba7-4995-a7d3-31211803b8ec,"[[2.83801975, 2.83801975, 0.0], [-2.83801975, 2.83801975, -0.0], [-0.0, -0.0, 9.22108265]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 77 77 81 81]
55953,Pt2VAl,0f1bf79d-9daf-495f-adec-e7da7dfec72f,"[[2.80724462, 2.80724462, 0.0], [-2.80724462, 2.80724462, -0.0], [-0.0, -0.0, 7.49041512]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 23 23 13 13]
1104,ScCuGa,84880921-2c36-4dab-a2b1-bb86e0e7ed6b,"[[2.57112936, 2.57112936, -0.0], [-2.57112936, 2.57112936, -0.0], [-0.0, -0.0, 8.86467558]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 29 29 31 31]
38288,PdCoGa,057237dd-fcf6-4190-9aee-1bf38d181567,"[[2.47808299, 2.47808299, 0.0], [-2.47808299, 2.47808299, 0.0], [-0.0, -0.0, 7.73964603]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 27 27 31 31]
24922,Zn2MoSb,e2dcfef2-7344-487a-be8b-24cdf87d9696,"[[2.7470873, 2.7470873, -0.0], [-2.7470873, 2.7470873, -0.0], [-0.0, -0.0, 9.07402988]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 42 42 51 51]
12030,MnCuBi,eb5e30f9-890b-4f43-8951-e31a8608a9d2,"[[3.12913896, 3.12913896, 0.0], [-3.12913896, 3.12913896, -0.0], [-0.0, 0.0, 6.32263159]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 29 29 83 83]
67202,V2Ge,ca5186be-9e4d-428e-ab69-55e57a5b5728,"[[2.51339486, 2.51339486, 0.0], [-2.51339486, 2.51339486, 0.0], [0.0, -0.0, 7.70172976]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[23 23 23 23 32 32]
67781,V2RhTl,43173bc3-ba9a-457f-8c42-2b37b6bfc6e3,"[[3.17607543, 3.17607543, 0.0], [-3.17607543, 3.17607543, -0.0], [-0.0, -0.0, 6.33633564]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 45 45 81 81]
24586,Zn2CuBi,f4badb60-61c9-4eaa-b41b-debbada60a98,"[[2.96607273, 2.96607273, 0.0], [-2.96607273, 2.96607273, -0.0], [0.0, 0.0, 8.59922033]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 29 29 83 83]
92743,Hf2Ga,57e96e7a-fddb-43a3-8dec-a64465f30dc3,"[[2.72032835, 2.72032835, 0.0], [-2.72032835, 2.72032835, -0.0], [0.0, 0.0, 9.22790835]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 31 31]
59751,AuIrBi,a970f9b8-19d1-4f00-9189-06f97c1d38ce,"[[2.78124503, 2.78124503, 0.0], [-2.78124503, 2.78124503, 0.0], [0.0, 0.0, 8.78756481]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 77 77 83 83]
32594,Mo2FeAl,855f1bc5-a802-46c5-a7be-d166a41aca7d,"[[2.5813827, 2.5813827, -0.0], [-2.5813827, 2.5813827, -0.0], [-0.0, -0.0, 8.45402237]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 42 42 26 26 13 13]
80565,Zr2MoGa,0edcd185-bab3-40e9-8d69-6de116f955be,"[[2.8713707, 2.8713707, -0.0], [-2.8713707, 2.8713707, -0.0], [0.0, 0.0, 9.20125872]]","[[0.4999999999999999, 3.866526271321068e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.866526271321068e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[40 40 40 40 42 42 31 31]
58978,Au2RhSb,fc414aa6-836c-48e5-9cc3-abae22c6d461,"[[2.77690858, 2.77690858, -0.0], [-2.77690858, 2.77690858, -0.0], [-0.0, -0.0, 9.44936476]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 45 45 51 51]
43364,Cd2MoSi,b3b84a6e-4a8e-4cbf-a163-da9898e37253,"[[2.68577965, 2.68577965, 0.0], [-2.68577965, 2.68577965, -0.0], [0.0, 0.0, 9.7855639]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 42 42 14 14]
46571,HfIrTl,4ac2586a-9306-4743-a8ba-4872943bca18,"[[2.83163928, 2.83163928, 0.0], [-2.83163928, 2.83163928, 0.0], [0.0, -0.0, 8.30012343]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 77 77 81 81]
105047,Lu2FeSn,317b665e-6412-473e-9ce9-ba986ade67e5,"[[3.00999628, 3.00999628, -0.0], [-3.00999628, 3.00999628, 0.0], [-0.0, -0.0, 9.32721109]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 26 26 50 50]
22364,Cu2MoGe,d090f71d-6847-4579-97b6-e7d9ee54d5c2,"[[2.54916252, 2.54916252, 0.0], [-2.54916252, 2.54916252, 0.0], [0.0, 0.0, 8.58649548]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 42 42 32 32]
43472,CdRuAl,2e541307-06f9-452e-92b0-e77efc1e63bc,"[[2.42312123, 2.42312123, 0.0], [-2.42312123, 2.42312123, 0.0], [-0.0, -0.0, 9.67878717]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 44 44 13 13]
22085,CuZnAs,2ecac600-63e2-4b85-9a93-f864f8ca4d53,"[[2.91021402, 2.91021402, 0.0], [-2.91021402, 2.91021402, -0.0], [0.0, 0.0, 5.85013413]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 30 30 33 33]
95505,W2PdAl,c0fb4fc9-1594-4a1d-ab57-6f1b856725da,"[[3.14038672, 3.14038672, 0.0], [-3.14038672, 3.14038672, 0.0], [0.0, 0.0, 6.3281023]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 74 74 46 46 13 13]
53012,Os2ZnSi,8540a051-4761-4cf0-a6b3-77f94bb073e2,"[[2.98874648, 2.98874648, -0.0], [-2.98874648, 2.98874648, 0.0], [-0.0, -0.0, 5.97021919]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 30 30 14 14]
39909,Ag2VGe,020529db-991e-49d4-bb94-a0b5305d8e1b,"[[2.70406371, 2.70406371, 0.0], [-2.70406371, 2.70406371, 0.0], [-0.0, 0.0, 9.32564868]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 23 23 32 32]
37022,RhRuIn,046b4c41-60c9-441d-aaa1-a783cb776592,"[[3.06015967, 3.06015967, 0.0], [-3.06015967, 3.06015967, 0.0], [0.0, 0.0, 6.12009067]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[45 45 44 44 49 49]
96808,Re2PdAs,3c846658-4854-418f-abd3-4d65e595c483,"[[2.80294096, 2.80294096, -0.0], [-2.80294096, 2.80294096, -0.0], [0.0, 0.0, 7.66452311]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 46 46 33 33]
81963,Nb2CuGa,34576f7d-52ce-424a-8e6d-7360c4cfe4dd,"[[2.72216889, 2.72216889, 0.0], [-2.72216889, 2.72216889, 0.0], [-0.0, 0.0, 8.696041]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 29 29 31 31]
93956,Ta2NbSi,3328dd16-bb98-417d-9a1c-635b265c31a4,"[[2.75515756, 2.75515756, 0.0], [-2.75515756, 2.75515756, -0.0], [-0.0, 0.0, 9.01078475]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 41 41 14 14]
19991,Ni2ZrAl,7a824b0a-43b2-4d26-95d4-7e64679c3e6f,"[[3.05910425, 3.05910425, -0.0], [-3.05910425, 3.05910425, 0.0], [0.0, 0.0, 6.11847864]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 28 28 40 40 13 13]
9287,Cr2ZnSn,2201083b-a073-4418-9fa7-890f200b55d8,"[[2.89035585, 2.89035585, 0.0], [-2.89035585, 2.89035585, -0.0], [-0.0, 0.0, 7.75398141]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[24 24 24 24 30 30 50 50]
35879,RuPtAs,f1a2d1d4-6f55-47b1-b5df-90a69d792d57,"[[2.97912429, 2.97912429, 0.0], [-2.97912429, 2.97912429, 0.0], [0.0, 0.0, 5.96434952]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[44 44 78 78 33 33]
97374,Os2TiSn,c36aa08c-2580-4faa-9949-6b3384b821c6,"[[2.72757628, 2.72757628, 0.0], [-2.72757628, 2.72757628, 0.0], [-0.0, -0.0, 8.63887791]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 22 22 50 50]
95124,W2NiGe,99e40545-6d97-4c9a-8f13-23c06e1967fb,"[[2.70482901, 2.70482901, -0.0], [-2.70482901, 2.70482901, 0.0], [-0.0, -0.0, 7.92460069]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 74 74 28 28 32 32]
55464,IrWTl,11aafc79-56ba-4c50-9d78-55ace44e5447,"[[0.0, 3.10600136, 3.10600136], [3.10600136, 0.0, 3.10600136], [3.10600136, 3.10600136, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[77 74 81]
93801,Ta2CuSb,900ffbd8-4284-4034-9ab1-c37e6c926967,"[[2.85287311, 2.85287311, 0.0], [-2.85287311, 2.85287311, -0.0], [0.0, 0.0, 8.66162452]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 29 29 51 51]
50247,W2TaAl,84bad69b-d9dc-4cbc-90c3-8798959a70a1,"[[2.74281113, 2.74281113, 0.0], [-2.74281113, 2.74281113, 0.0], [0.0, 0.0, 8.75853687]]","[[0.5, 4.047756013827888e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 4.047756013827888e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 2.428653608296733e-16, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 2.428653608296733e-16, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[74 74 74 74 73 73 13 13]
