,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),hull distance (eV/atom),total magnetization (muB/f.u.),band gap (eV)
64536,ScTiP,b047f4e6-4650-47e5-9d1a-176a9cf5148b,"[[2.45366437, 2.45366437, 0.0], [-2.45366437, 2.45366437, -0.0], [0.0, 0.0, 9.64822627]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 22 22 15 15],-7.043302361666666,-0.5552218978571423,0.6574634505582576,0.23645675,
9964,Cr2AgGa,eb9b0e7c-db5f-4351-98c1-7f5cfc3ddf5b,"[[3.17918115, 3.17918115, 0.0], [-3.17918115, 3.17918115, 0.0], [0.0, 0.0, 6.32981736]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 47 47 31 31],-5.80153826125,0.3637972862499996,0.4183275765524194,7.09552075,
101796,Au2VSn,ad68ffcd-af51-4463-81a2-1a74d56ebaf7,"[[2.99047637, 2.99047637, -0.0], [-2.99047637, 2.99047637, 0.0], [-0.0, -0.0, 8.34197922]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 23 23 50 50],-4.7494661425,0.0609586462499995,0.206701025334074,3.02980875,
17004,Co2MnBi,08b010d2-425f-47d9-bdc5-ee09ae108b19,"[[0.0, 3.09071063, 3.09071063], [3.09071063, 0.0, 3.09071063], [3.09071063, 3.09071063, -0.0]]","[[0.25, 0.25, 0.25], [0.7500000000000001, 0.7500000000000001, 0.7499999999999998], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 27 25 83],-6.4947187225,0.2074724637500002,0.2211486288649421,6.0007468,0.0
72870,Fe2PtP,037f9aea-725d-403f-bc52-232883dca06b,"[[2.62989018, 2.62989018, 0.0], [-2.62989018, 2.62989018, 0.0], [0.0, 0.0, 7.50653599]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 78 78 15 15],-7.031835595,-0.0173855483928573,0.467743328847127,5.41436595,
8625,Cr2FeGa,9c229ea0-e313-4dbd-a21e-35406f79ab51,"[[2.89000538, 2.89000538, 0.0], [-2.89000538, 2.89000538, 0.0], [0.0, 0.0, 5.78961396]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 26 26 31 31],-7.5192066725,0.0343983824999991,0.1281620220312493,0.9880612,0.0
15698,FeCdBi,6befe8a0-6459-40dd-b60d-778ff1df168c,"[[3.25579999, 3.25579999, -0.0], [-3.25579999, 3.25579999, -0.0], [0.0, 0.0, 6.53645577]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 48 48 83 83],-3.93411042,0.3658114366666662,0.3658114366666662,2.3923972,
11469,Mn2Bi,d2592cba-a999-47b4-806f-dbe57e8d036e,"[[3.12118097, 3.12118097, 0.0], [-3.12118097, 3.12118097, -0.0], [-0.0, 0.0, 6.22144875]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 83 83],-6.944734968333333,0.252474826666667,0.252474826666667,1.0002529,
103090,La2TiTl,8365b2f0-d807-4cb0-ab09-feea18f00cfb,"[[3.36883203, 3.36883203, 0.0], [-3.36883203, 3.36883203, -0.0], [0.0, -0.0, 9.87998203]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 22 22 81 81],-4.9134901525,0.0190235018750009,0.2538221034375008,1.2466449,
93442,Ta2MnSi,a61eeae1-07ee-4ab5-8d05-c6ba21717123,"[[2.62838137, 2.62838137, 0.0], [-2.62838137, 2.62838137, 0.0], [0.0, 0.0, 8.8184301]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 25 25 14 14],-9.6566819225,-0.1845040200000003,0.3218989250107753,1.3040906,
58184,Au2CoSi,5a538eab-1a18-4530-bc48-c5262798e4f7,"[[2.80466933, 2.80466933, -0.0], [-2.80466933, 2.80466933, -0.0], [0.0, -0.0, 7.75733514]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 27 27 14 14],-4.48526266375,0.239356635,0.551506770625,1.5894939,
18199,CoAgSb,d36b1fed-295b-44ff-87b1-e039b5ad7f24,"[[3.02727963, 3.02727963, 0.0], [-3.02727963, 3.02727963, 0.0], [0.0, 0.0, 6.06461404]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999997, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999997, 0.49999999999999983, 0.5]]",[27 27 47 47 51 51],-4.49224525,0.1393034466666662,0.2552975108333328,0.57400525,0.0
64164,LuReTl,13a9e412-ed9b-45ee-b046-c5a3d2479a9e,"[[2.77443735, 2.77443735, -0.0], [-2.77443735, 2.77443735, -0.0], [0.0, -0.0, 9.46431322]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 75 75 81 81],-5.59798388,0.7575481441666673,0.9972751275000004,0.187975,
64617,Sc2FeP,7d5479bf-a29e-43a9-85a1-d024d6f13d58,"[[3.19477876, 3.19477876, -0.0], [-3.19477876, 3.19477876, -0.0], [0.0, 0.0, 6.33382757]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 26 26 15 15],-7.07658897,-0.5311842583928579,0.4374778922846235,1.1800518,
1286,Sc2ZnTl,d2c25ecc-d145-4d04-b0cc-306a6f0a0cc7,"[[3.493046, 3.493046, 0.0], [-3.493046, 3.493046, -0.0], [-0.0, 0.0, 6.9666151]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 30 30 81 81],-4.26346439625,-0.3088966418749996,0.0204595193750006,0.39698365,
104759,Lu2TiAs,ebb48a5f-4b1c-4b8e-8c6d-bd692a838e78,"[[2.96901446, 2.96901446, -0.0], [-2.96901446, 2.96901446, -0.0], [0.0, 0.0, 9.82501521]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 22 22 33 33],-5.64557884625,-0.2988645962500005,0.4369096087499995,1.10899625,
43276,Cd2NbAs,4aa11dca-7579-4c91-af15-6a7ff87c66da,"[[2.76073036, 2.76073036, -0.0], [-2.76073036, 2.76073036, 0.0], [0.0, 0.0, 10.2133852]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 41 41 33 33],-3.96840855125,0.0975625599999996,0.4374001887499996,0.3316526,
27731,YWBi,b62c59a0-d2ae-4834-9694-edbc5636b19c,"[[2.87026523, 2.87026523, 0.0], [-2.87026523, 2.87026523, -0.0], [-0.0, -0.0, 9.8936236]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[39 39 74 74 83 83],-6.937121428333334,0.8144017433333334,1.424546152222222,0.53992555,
56557,PtYAl,e366172b-d07e-4d57-b3a3-91259bff0459,"[[3.24259905, 3.24259905, 0.0], [-3.24259905, 3.24259905, -0.0], [0.0, -0.0, 6.5019636]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 39 39 13 13],-6.290784026666667,-0.8671072066666667,0.2919500474999996,0.4536948,
76823,ZnCrP,458f4233-8a44-4a42-8432-c8b51d0b85bd,"[[2.37996186, 2.37996186, 0.0], [-2.37996186, 2.37996186, 0.0], [0.0, 0.0, 8.72685643]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[30 30 24 24 15 15],-5.19955182,0.1461816471428569,0.5897079484628365,3.0069705,
62413,LuTiSn,6cf2a683-9ff2-4445-8c3b-f13b6b250fe9,"[[2.75522392, 2.75522392, 0.0], [-2.75522392, 2.75522392, 0.0], [-0.0, -0.0, 10.36525876]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 22 22 50 50],-5.341647906666666,0.0258932650000005,0.5836353641013783,0.13129045,
4975,Ti2IrIn,00af53f9-99d4-4aab-9d05-4d9da7ef0364,"[[2.88229095, 2.88229095, 0.0], [-2.88229095, 2.88229095, 0.0], [-0.0, -0.0, 8.11520287]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 77 77 49 49],-7.12531433375,-0.3709776062499994,0.2070396250749505,0.2777123,
2137,ScHfBi,60a97f7f-66bc-42d8-bfaa-15f4aab438ee,"[[2.97327763, 2.97327763, 0.0], [-2.97327763, 2.97327763, -0.0], [0.0, 0.0, 9.59611004]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[21 21 72 72 83 83],-6.440534459999999,0.2440684083333337,0.6996254449999997,1.23714475,
64548,Sc2VP,6132e554-58fe-45de-8d0b-b7b17489f46d,"[[2.8453795, 2.8453795, -0.0], [-2.8453795, 2.8453795, -0.0], [0.0, 0.0, 8.50556077]]","[[0.4999999999999999, 3.901845165557552e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 3.901845165557552e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[21 21 21 21 23 23 15 15],-6.99711788625,-0.2792443346428568,0.5893154363471291,2.54177575,
32604,Mo2FeSi,adde7d86-c2e2-47ee-820b-93536d7339b9,"[[3.16061163, 3.16061163, -0.0], [-3.16061163, 3.16061163, -0.0], [-0.0, -0.0, 5.51922932]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[42 42 42 42 26 26 14 14],-9.0022433575,-0.1176922424999986,0.194509529583335,2.00491575,
50996,ReMnSb,a41e363f-0633-454f-8f44-48e740d5182e,"[[3.0525131, 3.0525131, 0.0], [-3.0525131, 3.0525131, -0.0], [0.0, 0.0, 6.10066565]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[75 75 25 25 51 51],-8.036928238333333,0.4274466183333321,0.4953996134865876,1.131028,0.0
14502,Fe2NiAl,20a1cf69-39c6-43eb-9438-b4e7398cc2ec,"[[2.46987441, 2.46987441, -0.0], [-2.46987441, 2.46987441, 0.0], [-0.0, -0.0, 7.70319318]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 28 28 13 13],-6.71244051625,-0.2728353537500005,0.06188782375,4.5036869,
721,ScFeSn,741559fe-54a2-451b-8711-928f059b2d43,"[[2.66063179, 2.66063179, 0.0], [-2.66063179, 2.66063179, -0.0], [-0.0, -0.0, 9.20558886]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 26 26 50 50],-5.9849213233333325,0.136473545,0.5689980172837342,1.65465035,
89405,Ag2NbSb,1a52d95d-293f-40fc-9105-7ce895fbc456,"[[-0.0, 3.38719264, 3.38719264], [3.38719264, 0.0, 3.38719264], [3.38719264, 3.38719264, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",[47 47 41 51],-4.646299615,0.2696952562499994,0.4220126770833333,1.1251109,0.0
21399,CuCrGa,b7532322-bba7-4ec6-862f-b5a0003e8f21,"[[2.85717364, 2.85717364, 0.0], [-2.85717364, 2.85717364, -0.0], [0.0, 0.0, 5.74444659]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 24 24 31 31],-5.064012298333333,0.3275791116666671,0.4207121525841759,2.78737355,
21304,Cu2VAs,a7c8b191-aac1-483f-ac37-2bbeceb12722,"[[2.51549805, 2.51549805, 0.0], [-2.51549805, 2.51549805, 0.0], [-0.0, -0.0, 8.55089185]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 23 23 33 33],-5.2077994075,0.0751604512500012,0.3206778039583344,0.6977846,
21506,Cu2MnGe,8499551c-fbe0-432d-b9d8-bc0605c75c7f,"[[2.92072374, 2.92072374, -0.0], [-2.92072374, 2.92072374, 0.0], [0.0, 0.0, 6.16201858]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 25 25 32 32],-5.20138448125,0.0164987112500005,0.088174632171394,3.35111965,
60190,La2VPb,981a82d7-44e8-4c19-8333-edb37ab37018,"[[3.90930449, 3.90930449, 0.0], [-3.90930449, 3.90930449, 0.0], [0.0, 0.0, 7.82230114]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 23 23 82 82],-5.565305775,-0.0014627274999998,0.3725600950000001,3.4336857,0.0
38331,PdCoSn,e1ab749b-0650-472f-a47e-8163eaecf549,"[[2.74506007, 2.74506007, 0.0], [-2.74506007, 2.74506007, -0.0], [-0.0, -0.0, 7.35298415]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 27 27 50 50],-5.265684583333333,0.0995229966666665,0.4908919397837337,1.5398814,
19399,Ni2MnGa,cf01c643-0519-4612-8c74-d8dc233c22eb,"[[2.55673482, 2.55673482, 0.0], [-2.55673482, 2.55673482, -0.0], [0.0, 0.0, 7.44066966]]","[[0.4999999999999999, 4.342347184152467e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.342347184152467e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[28 28 28 28 25 25 31 31],-5.96909188,-0.2883864224999994,0.0135510646982766,3.9948778,
9520,Cr2NbSn,c272e2de-61c4-41f6-8547-64b6f8c905e5,"[[3.15849824, 3.15849824, -0.0], [-3.15849824, 3.15849824, -0.0], [0.0, 0.0, 6.31872124]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 41 41 50 50],-8.16691514875,0.0762675249999986,0.1745991894627994,2.99293455,0.0
100443,Pt2CrAs,0a161ff1-f226-4aa3-8ccd-3ab1ade17d3e,"[[2.77051171, 2.77051171, 0.0], [-2.77051171, 2.77051171, -0.0], [0.0, 0.0, 8.17950451]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 24 24 33 33],-6.647467825,-0.0468343937500002,0.2768353778125005,3.6810072,
39459,PdOsAs,0f7e6d19-6746-41ab-b9fc-97aad5f50b26,"[[2.51381975, 2.51381975, 0.0], [-2.51381975, 2.51381975, -0.0], [-0.0, 0.0, 8.32045488]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 76 76 33 33],-6.489180695000001,0.5489606916666657,0.7913659245833322,0.251244,
72115,Fe2MoAs,98e8bbde-56d8-4395-83bc-4b9620c1bd48,"[[0.0, 2.98060459, 2.98060459], [2.98060459, 0.0, 2.98060459], [2.98060459, 2.98060459, 0.0]]","[[0.25, 0.25, 0.2499999999999999], [0.5, 0.5, 0.4999999999999998], [0.7500000000000003, 0.7500000000000003, 0.7499999999999996], [0.0, 0.0, 0.0]]",[26 26 42 33],-7.9463627275,0.0873518812499991,0.2366464831249992,4.0288542,0.0
73630,Co2RhSb,995075cc-be2d-4af9-834a-fbbb5084c9f9,"[[2.74043484, 2.74043484, 0.0], [-2.74043484, 2.74043484, -0.0], [0.0, 0.0, 7.36469775]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 45 45 51 51],-6.408232855,-0.0399305637499995,0.2227167856250002,2.43263205,
41670,Ag2RePb,de0da8f8-02eb-4b57-9527-95c24c8f7b1e,"[[2.87310931, 2.87310931, -0.0], [-2.87310931, 2.87310931, -0.0], [0.0, 0.0, 9.40831346]]","[[0.5, 3.864186513060851e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.864186513060851e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[47 47 47 47 75 75 82 82],-4.46703021375,0.8858461100000001,0.8858461100000001,2.157122,
6687,VZrPb,56ed8b47-5866-4b0a-a201-d0e557439469,"[[0.0, 3.3201922, 3.3201922], [3.3201922, 0.0, 3.3201922], [3.3201922, 3.3201922, -0.0]]","[[0.2500000000000001, 0.2500000000000001, 0.24999999999999986], [0.5000000000000001, 0.5000000000000001, 0.4999999999999998], [0.0, 0.0, 0.0]]",[23 40 82],-6.546670953333333,0.4732951266666667,0.6321564756666672,4.8281879,0.0
56808,PtRuAl,da41682f-6267-41ce-8a6a-693953b0b3a3,"[[2.97885741, 2.97885741, 0.0], [-2.97885741, 2.97885741, -0.0], [0.0, 0.0, 5.950425]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 44 44 13 13],-6.410194248333333,-0.0516240700000002,0.6533513466666659,1.65328895,
41452,AgTaPb,77fb24e1-f432-4113-91ca-1dacd90c4f1d,"[[2.92955521, 2.92955521, -0.0], [-2.92955521, 2.92955521, 0.0], [-0.0, -0.0, 8.32883027]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[47 47 73 73 82 82],-5.066097383333333,0.9682083666666668,0.9682083666666668,0.5708464,
33671,MoCdIn,8e03aabe-4ada-49a5-b493-fd37326c463f,"[[3.31521622, 3.31521622, 0.0], [-3.31521622, 3.31521622, 0.0], [-0.0, -0.0, 6.54242199]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 48 48 49 49],-3.909684608333333,0.8342081700000007,0.8342081700000007,2.2507981,0.0
50663,WAuSb,6eedf473-8a8a-48f4-aff0-19d13f3007df,"[[3.20583549, 3.20583549, 0.0], [-3.20583549, 3.20583549, -0.0], [-0.0, -0.0, 6.49576406]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.9999999999999998, 0.9999999999999998, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[74 74 79 79 51 51],-6.115377498333333,0.6537567300000001,0.6913771604166667,1.4455399,
7878,VPtTl,a5d88514-c1e0-42a0-9f4d-4bc5e8f9b6e1,"[[0.0, 3.09896932, 3.09896932], [3.09896932, -0.0, 3.09896932], [3.09896932, 3.09896932, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[23 78 81],-5.42828789,0.3315892275000003,0.695260935833333,0.1395783,0.0
52675,OsMnSi,7ae940c8-7a42-4d7d-b8c2-9b329499d42c,"[[2.82917574, 2.82917574, 0.0], [-2.82917574, 2.82917574, -0.0], [0.0, 0.0, 5.64997565]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 25 25 14 14],-8.551158848333333,-0.0484707400000002,0.27713534161159,0.99311635,
17652,CoYBi,58a539ce-6de0-4178-aa43-fdb38fec154a,"[[0.0, 3.24754017, 3.24754017], [3.24754017, -0.0, 3.24754017], [3.24754017, 3.24754017, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 39 83],-6.1488931566666665,-0.3677090666666665,0.2480657088888886,0.7756898,0.0
91785,Hf2FeSb,083b2af1-8b5d-4ae5-9ce2-39c4e30bc236,"[[2.861938, 2.861938, 0.0], [-2.861938, 2.861938, -0.0], [-0.0, -0.0, 9.34117338]]","[[0.5, 3.8792700073347386e-17, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.5, 0.0], [0.5, 3.8792700073347386e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.5, 0.5]]",[72 72 72 72 26 26 51 51],-8.17899450125,-0.1136601999999999,0.3371597088392862,1.17404805,
10164,Cr2HfPb,4672be42-4d34-473b-9b8e-8c1eb4c5b370,"[[3.25371626, 3.25371626, 0.0], [-3.25371626, 3.25371626, -0.0], [-0.0, -0.0, 6.52302613]]","[[0.4999999999999996, 0.9999999999999997, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.49999999999999983, 3.412169150315389e-17, 0.75], [0.9999999999999999, 0.49999999999999994, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.49999999999999983, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.49999999999999983]]",[24 24 24 24 72 72 82 82],-7.748723485,0.3877366274999998,0.4688952087499993,3.93526915,0.0
5976,VCoAl,2bc8e508-dcf3-4584-92c8-784447b618d2,"[[2.42437545, 2.42437545, -0.0], [-2.42437545, 2.42437545, -0.0], [-0.0, 0.0, 7.60281334]]","[[0.5, 0.0, 0.25], [2.220446049250313e-16, 0.5000000000000001, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 27 27 13 13],-6.222993363333334,0.3553103516666655,0.7772129189999984,0.1708426,
