,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),hull distance (eV/atom),total magnetization (muB/f.u.),band gap (eV)
11158,Mn2VSb,8d6979dd-1107-4e76-9834-f1b362626ee6,"[[2.73037958, 2.73037958, 0.0], [-2.73037958, 2.73037958, -0.0], [0.0, 0.0, 7.89841413]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 23 23 51 51],-7.725895815,-0.0226032937500004,0.1382823556465492,0.21928555,
10618,CrPtGe,03c3bac1-9dfe-4761-9940-45639a812583,"[[2.93004323, 2.93004323, 0.0], [-2.93004323, 2.93004323, 0.0], [0.0, 0.0, 5.92624768]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 78 78 32 32],-6.675766121666666,0.0378656350000004,0.3550806141666668,2.51754665,
17494,Co2ZnGe,8dda05e1-a3ce-4c5b-a4e9-eb68f1f5a834,"[[2.8434273, 2.8434273, 0.0], [-2.8434273, 2.8434273, 0.0], [-0.0, -0.0, 5.8611466]]","[[0.4999999999999999, 3.9045240390888715e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7500000000000001], [0.4999999999999999, 3.9045240390888715e-17, 0.7500000000000001], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[27 27 27 27 30 30 32 32],-5.05586600375,-0.1321780099999996,0.0149197337500004,0.31156865,
55630,IrOsSb,b1601df2-d72c-4b3a-865c-e96051d419ed,"[[3.07594352, 3.07594352, -0.0], [-3.07594352, 3.07594352, -0.0], [0.0, 0.0, 6.17070957]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 76 76 51 51],-7.474242605,0.6000714650000004,0.7912527848611102,1.6013905,
13246,Mn2ReSb,192e4917-e95c-4871-bb40-2da4d84d17d6,"[[2.75774278, 2.75774278, -0.0], [-2.75774278, 2.75774278, -0.0], [0.0, 0.0, 7.69979682]]","[[0.4999999999999999, 4.0258396565366276e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 4.0258396565366276e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[25 25 25 25 75 75 51 51],-8.29166614,0.2706380500000005,0.3725626766882171,3.87476215,
10222,Cr2TaTl,fc26d55a-a7ee-4f82-bfb9-e8e51ec83183,"[[0.0, 3.1963916, 3.1963916], [3.1963916, 0.0, 3.1963916], [3.1963916, 3.1963916, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[24 24 73 81],-7.7818153075,0.4824933856249993,0.5769200806249994,3.8307958,0.0
28717,Zr2CoTl,57c086fb-0b1b-4d2a-8945-e46541c7590f,"[[3.41692202, 3.41692202, 0.0], [-3.41692202, 3.41692202, -0.0], [-0.0, -0.0, 6.84031583]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 27 27 81 81],-6.566497945,0.0053492168749995,0.2143561513749991,1.99270385,0.0
27162,YMoBi,98bd6392-36b4-41f3-9330-a107fa23c7b3,"[[2.86975437, 2.86975437, -0.0], [-2.86975437, 2.86975437, 0.0], [-0.0, 0.0, 9.87946877]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7499999999999999], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[39 39 42 42 83 83],-6.554952153333333,0.521268518333334,1.1314129272222226,1.11993755,
10881,MnScPb,9635c319-4b05-44b1-bc67-e926f90af73a,"[[3.27623181, 3.27623181, -0.0], [-3.27623181, 3.27623181, -0.0], [0.0, 0.0, 6.51820586]]","[[0.5, 0.0, 0.25], [2.220446049250313e-16, 0.49999999999999994, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 21 21 82 82],-6.110307856666666,0.1189360099999999,0.3859384519444445,3.8720147,
90329,Cd2CoAl,b0ddc2b3-1130-43a7-ac92-a71aa70a88af,"[[2.83275718, 2.83275718, 0.0], [-2.83275718, 2.83275718, -0.0], [0.0, 0.0, 8.28209288]]","[[0.5, 3.919231173302177e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.919231173302177e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[48 48 48 48 27 27 13 13],-2.89495016875,0.1741315400000003,0.4812094725000002,0.34234245,
73271,Co2YP,8694156c-b79c-4570-842a-9a445849e16f,"[[2.66341411, 2.66341411, 0.0], [-2.66341411, 2.66341411, 0.0], [-0.0, -0.0, 8.28384463]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 39 39 15 15],-6.601675515,-0.1231614683928565,0.7623031225971274,1.292682,
102771,Au2ReIn,69dfab33-308f-4fa1-a5fb-1ad6ff8f81bf,"[[2.96484724, 2.96484724, -0.0], [-2.96484724, 2.96484724, -0.0], [0.0, 0.0, 8.16110479]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 75 75 49 49],-4.7907622325,0.5572408587500011,0.6797390175000011,1.20976105,
56044,Pt2CrAl,7ab2c8d2-822c-4dd6-b06c-9a00572d573a,"[[2.8491417, 2.8491417, 0.0], [-2.8491417, 2.8491417, 0.0], [0.0, 0.0, 7.22698975]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 24 24 13 13],-6.957490515,-0.5905894700000003,0.0568000328124996,3.28503255,
10029,CrCdAl,5102e8e6-a935-46b5-b330-f8e73e586359,"[[3.14104487, 3.14104487, -0.0], [-3.14104487, 3.14104487, -0.0], [-0.0, -0.0, 6.26219424]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 48 48 13 13],-4.135531491666667,0.5339167566666667,0.6260303740000004,3.32060075,
70413,Mn2ZrSn,6d7d9659-ddba-41ea-836d-be9691b392a3,"[[2.87593022, 2.87593022, -0.0], [-2.87593022, 2.87593022, -0.0], [0.0, 0.0, 8.59338242]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 40 40 50 50],-7.6027477825,-0.0839513487499994,0.2140304173378011,5.4536003,
26505,Y2FeGa,4caf9be9-4052-4096-9867-ca6589651081,"[[-0.0, 3.49986791, 3.49986791], [3.49986791, 0.0, 3.49986791], [3.49986791, 3.49986791, -0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.7500000000000001, 0.7500000000000001, 0.7499999999999997], [0.5, 0.5, 0.49999999999999983], [0.0, 0.0, 0.0]]",[39 39 26 31],-6.21335235,-0.2055849950000006,0.1765099262499996,1.132738,0.0
26008,Y2ScAs,2868e268-c150-4b19-adae-05e8302e8302,"[[3.13261477, 3.13261477, -0.0], [-3.13261477, 3.13261477, 0.0], [-0.0, 0.0, 9.92402237]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 21 21 33 33],-6.33155510875,-0.3871037725000006,0.3908266149999999,0.49976735,
18216,Co2AgBi,f7b5a148-ca5c-475c-8dcb-dd38e7f413a1,"[[0.0, 3.16858032, 3.16858032], [3.16858032, 0.0, 3.16858032], [3.16858032, 3.16858032, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 27 47 83],-4.70811406,0.4592304112500009,0.4676759612500007,2.1625524,0.0
68842,Cr2YAs,d8a4c27e-1dc0-4d5d-b363-95524b43ff21,"[[2.92232183, 2.92232183, -0.0], [-2.92232183, 2.92232183, -0.0], [-0.0, -0.0, 8.59997521]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 39 39 33 33],-7.4711319225,0.0637179437499995,0.84164833125,0.1731878,
21598,CuFeGa,6cfed833-94d8-4273-bd57-8cfa723ac942,"[[2.73213521, 2.73213521, -0.0], [-2.73213521, 2.73213521, 0.0], [0.0, -0.0, 6.07974512]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[29 29 26 26 31 31],-4.697783463333333,0.2773461033333338,0.4157779305208341,2.8679007,
15962,FeReBi,c59659c6-8978-4660-97fd-f326cb912390,"[[-0.0, 3.0021377, 3.0021377], [3.0021377, -0.0, 3.0021377], [3.0021377, 3.0021377, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[26 75 83],-7.340726883333333,0.8409177033333334,0.8544309250000003,0.7505273,0.0
49010,WMnGe,f5432e0e-b5da-426b-ac75-a15c3c3619dc,"[[2.55338514, 2.55338514, 0.0], [-2.55338514, 2.55338514, 0.0], [0.0, 0.0, 7.43923676]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 25 25 32 32],-8.260667025,0.5128500650000009,0.6070896668199235,0.81559515,
68929,Cr2ZrTl,a679b2ec-ad1f-45f2-8ba8-62c3ca33f086,"[[2.92854198, 2.92854198, 0.0], [-2.92854198, 2.92854198, 0.0], [-0.0, -0.0, 8.64411018]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 40 40 81 81],-7.02144919625,0.4213663968749994,0.461894221041666,0.4993744,
79295,Y2ReGa,12a5b2a7-5264-4e73-bf9a-3e29f0e552f0,"[[3.07085053, 3.07085053, -0.0], [-3.07085053, 3.07085053, -0.0], [-0.0, -0.0, 8.91360688]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[39 39 39 39 75 75 31 31],-6.96870629125,0.0705415724999998,0.5063746971875,0.11604005,
91874,Hf2CoTl,9c3b8713-e97e-4dc0-a139-97c9eadcc293,"[[2.87378693, 2.87378693, -0.0], [-2.87378693, 2.87378693, 0.0], [-0.0, -0.0, 9.28023138]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 27 27 81 81],-7.11271271625,0.1627660206249999,0.3969959981250002,0.60306855,
28661,Zr2CoSi,d893fa89-8795-4c46-8518-434cac98356d,"[[3.03734338, 3.03734338, -0.0], [-3.03734338, 3.03734338, -0.0], [-0.0, -0.0, 7.39091792]]","[[0.5, 3.6552436972903495e-17, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 3.6552436972903495e-17, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.49999999999999983]]",[40 40 40 40 27 27 14 14],-7.786499095,-0.4121769962500003,0.2873094321874992,1.37126925,
50151,WCdSb,2e9abb5f-fc92-45ef-9fef-f5ddaf015d7d,"[[3.28775054, 3.28775054, 0.0], [-3.28775054, 3.28775054, 0.0], [0.0, 0.0, 6.51348144]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[74 74 48 48 51 51],-5.051084736666667,0.8954136666666663,0.9306951791666664,1.09101555,
9514,Cr2NbIn,3467da22-ce64-4639-8da8-fea11a5ba8d3,"[[-0.0, 3.18542578, 3.18542578], [3.18542578, 0.0, 3.18542578], [3.18542578, 3.18542578, 0.0]]","[[0.2500000000000001, 0.2500000000000001, 0.24999999999999986], [0.7500000000000003, 0.7500000000000003, 0.7499999999999996], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.0, 0.0, 0.0]]",[24 24 41 49],-7.6959163425,0.2258329649999995,0.2563071949999997,3.8932116,0.0
86984,Rh2PdPb,52b9f8d7-41f5-46ad-8322-64f56ae83631,"[[2.92229634, 2.92229634, 0.0], [-2.92229634, 2.92229634, -0.0], [0.0, 0.0, 7.79028599]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[45 45 45 45 46 46 82 82],-5.7786208725,0.0497682249999993,0.1835086805555553,1.11301825,
89031,Ag2CrSb,f7c7a82f-b143-4d77-8604-116060414d69,"[[3.10296244, 3.10296244, -0.0], [-3.10296244, 3.10296244, 0.0], [0.0, 0.0, 7.99987693]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 24 24 51 51],-4.54189584875,0.2315807849999993,0.231585651041666,4.12595565,
16456,Co2TiAl,513f6559-708e-43b2-8092-5637aaa04e5b,"[[2.90988591, 2.90988591, 0.0], [-2.90988591, 2.90988591, -0.0], [0.0, 0.0, 5.85089029]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[27 27 27 27 22 22 13 13],-7.0270873625,-0.6237067937499994,0.0137820688632325,0.99999975,
6491,VZnSn,853537ce-e0a0-4d6b-aed4-adb297a14fc9,"[[2.97539051, 2.97539051, -0.0], [-2.97539051, 2.97539051, -0.0], [-0.0, -0.0, 7.07978806]]","[[0.5, 0.0, 0.25], [0.0, 0.49999999999999994, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 30 30 50 50],-4.263873563333333,0.3726284900000009,0.4497745563578091,2.18236445,0.0
38267,PdFeBi,5aec5824-e537-46fd-ad7e-f1ddd2f0b3eb,"[[3.24276528, 3.24276528, -0.0], [-3.24276528, 3.24276528, -0.0], [-0.0, -0.0, 6.01919287]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7499999999999998], [0.9999999999999998, 1.9245883985646184e-16, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[46 46 26 26 83 83],-5.573960123333333,0.2137352949999993,0.4306666266666656,3.4087295,
3875,TiZnSb,27f6654d-1a79-420c-a69e-d9e90f26632a,"[[2.86041778, 2.86041778, -0.0], [-2.86041778, 2.86041778, -0.0], [0.0, -0.0, 7.91545095]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.9999999999999998], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[22 22 30 30 51 51],-4.324836263333333,0.0243902116666673,0.3856148758228994,0.36308655,
17358,Co2CuGe,3225f951-1f6d-47de-a6dc-2280d0ebdaf1,"[[2.55222444, 2.55222444, -0.0], [-2.55222444, 2.55222444, 0.0], [0.0, 0.0, 7.25408067]]","[[0.4999999999999999, 4.350021131468973e-17, 0.24999999999999997], [0.9999999999999998, 0.4999999999999998, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.350021131468973e-17, 0.7499999999999998], [0.9999999999999998, 0.4999999999999998, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[27 27 27 27 29 29 32 32],-5.54959237125,0.0352480962499992,0.1573614171874989,2.51341055,
38201,Pd2FeSi,1a649740-fae4-4a11-ad12-9b375e98e71d,"[[2.7245719, 2.7245719, -0.0], [-2.7245719, 2.7245719, 0.0], [-0.0, 0.0, 7.40033473]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 26 26 14 14],-6.29151733625,-0.2608990362500005,0.2573381358333327,2.93918445,
27334,Y2PdBi,000376bd-1ec3-419b-a029-349830ee0c2d,"[[3.69930562, 3.69930562, -0.0], [-3.69930562, 3.69930562, 0.0], [-0.0, -0.0, 7.3780077]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 46 46 83 83],-6.16206755875,-0.6749950899999995,0.2403976372916669,0.63546925,
30336,NbVAl,efe88e20-2b5b-43bb-bbf7-240744ebce3a,"[[2.53962252, 2.53962252, 0.0], [-2.53962252, 2.53962252, 0.0], [-0.0, 0.0, 8.53692598]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 23 23 13 13],-7.10022524,0.4956211633333325,0.7389845229999994,0.86709755,
9265,Cr2ZnAs,fc26087a-0043-4525-b6be-516a4644d194,"[[2.66746897, 2.66746897, 0.0], [-2.66746897, 2.66746897, 0.0], [0.0, -0.0, 8.14203208]]","[[0.4999999999999999, 4.162084122107544e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.162084122107544e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[24 24 24 24 30 30 33 33],-6.03801013375,0.1661404512499986,0.2735513481249982,0.1190589,
34644,RuCoGa,6576a632-7b4b-431a-b482-3ac61451f979,"[[0.0, 2.8700994, 2.8700994], [2.8700994, 0.0, 2.8700994], [2.8700994, 2.8700994, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[44 27 31],-6.122031616666667,0.2696638566666666,0.4789935016666664,2.0701949,0.0
23810,Zn2VIn,12ecd600-754e-4696-99a3-8a6a71453694,"[[2.8006114, 2.8006114, -0.0], [-2.8006114, 2.8006114, 0.0], [-0.0, -0.0, 8.64828686]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 23 23 49 49],-3.25923823,0.1728790350000002,0.2054349360714286,2.0187077,
39914,AgVGe,5767f111-ea72-435d-b580-b60a82bdc66a,"[[2.49226999, 2.49226999, 0.0], [-2.49226999, 2.49226999, 0.0], [0.0, 0.0, 9.13858807]]","[[0.5, 0.0, 0.25], [0.9999999999999998, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 23 23 32 32],-5.097977658333334,0.2997530449999992,0.4927607025403211,1.73066645,
36220,Rh2CrGe,d853c702-8c11-4ef3-b0cd-f5d1f8dd4139,"[[2.77587358, 2.77587358, 0.0], [-2.77587358, 2.77587358, -0.0], [0.0, 0.0, 7.1394947]]","[[0.4999999999999999, 3.999544621283353e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 3.999544621283353e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[45 45 45 45 24 24 32 32],-7.47771602625,-0.3393894737499998,0.0155297493750014,2.20562345,
4164,TiMoGa,7b698483-aa42-4bc4-ae95-8b99066abea6,"[[2.56798891, 2.56798891, 0.0], [-2.56798891, 2.56798891, -0.0], [-0.0, -0.0, 8.32726103]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 42 42 31 31],-6.927860925,0.2820319666666672,0.6434822195954215,0.2359785,
10848,Mn2ScSb,97da05b4-d7c4-4982-8003-ab2a94931922,"[[2.85809962, 2.85809962, 0.0], [-2.85809962, 2.85809962, -0.0], [0.0, 0.0, 8.53145647]]","[[0.4999999999999999, 3.884479802090161e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.884479802090161e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[25 25 25 25 21 21 51 51],-7.183345335,-0.1576549512500005,0.3140116237499994,5.63046195,
35,Sc3Sb,47518e47-39d3-4802-b7ce-9484d09191f8,"[[3.06066201, 3.06066201, 0.0], [-3.06066201, 3.06066201, -0.0], [-0.0, -0.0, 9.7954602]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 21 21 51 51],-6.21952104125,-0.4972516675000005,0.0918748387499992,1.23482505,
28472,Zr2MnGe,a81f31a7-2a82-496a-903a-06be23307ff9,"[[3.0020631, 3.0020631, 0.0], [-3.0020631, 3.0020631, -0.0], [0.0, 0.0, 8.16174427]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 25 25 32 32],-7.8981612175,-0.2960060149999997,0.2863658659482762,2.8215303,
113,ScTiGe,f8dbec1f-db4a-4f9b-8902-cd7ace23716f,"[[2.56445832, 2.56445832, -0.0], [-2.56445832, 2.56445832, -0.0], [0.0, -0.0, 9.62529959]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[21 21 22 22 32 32],-6.385811568333334,-0.1965667999999993,0.5472121962620888,0.7509498,
72856,Fe2PtSi,ef6b1817-3ce9-483a-b114-787c78613ee6,"[[2.69441315, 2.69441315, 0.0], [-2.69441315, 2.69441315, 0.0], [-0.0, -0.0, 6.96651376]]","[[0.4999999999999999, 4.1204632059680844e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.1204632059680844e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[26 26 26 26 78 78 14 14],-7.2954774825,-0.2781177074999998,0.1596528512500007,4.447823,
90087,Cd2TiTl,b3493f99-b75c-4134-85a4-dc2b3fc0ecfd,"[[3.06741008, 3.06741008, -0.0], [-3.06741008, 3.06741008, -0.0], [-0.0, -0.0, 9.35043084]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 22 22 81 81],-2.68024418625,0.1992070131250001,0.2467034740715656,1.77358645,
