,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),Tc (K)(KKR-FULL)
28488,Zr2MnIn,4e0a811b-3deb-4091-8acf-d02733a0c288,"[[-0.0, 3.39308545, 3.39308545], [3.39308545, -0.0, 3.39308545], [3.39308545, 3.39308545, -0.0]]","[[0.25, 0.25, 0.25], [0.7499999999999999, 0.7499999999999999, 0.7499999999999999], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[40 40 25 49],-7.16400122,-0.05119863,159.6
73552,Co2RuGa,74aa93b6-4025-4b91-bff5-e5a90891a009,"[[2.92854264, 2.92854264, 0.0], [-2.92854264, 2.92854264, -0.0], [0.0, 0.0, 5.86284141]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 44 44 31 31],-6.58034945,-0.0274244012499993,956.1
15750,FeHfSb,94636fb0-ca2e-4529-98ba-864b8ef45cc1,"[[3.06299377, 3.06299377, 0.0], [-3.06299377, 3.06299377, -0.0], [-0.0, 0.0, 6.1227574]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 72 72 51 51],-7.82512714,-0.3797192150000003,416.0
39838,Ag2TiSb,0bbd538d-dc57-49a4-a85e-6fc2e558c8d2,"[[2.84652313, 2.84652313, -0.0], [-2.84652313, 2.84652313, -0.0], [0.0, 0.0, 9.48091063]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 22 22 51 51],-4.35607160375,-0.0119731737500003,0.0
15810,Fe2TaSb,c634ba6c-fd03-4327-8bb5-b0970bce76da,"[[3.07814979, 3.07814979, 0.0], [-3.07814979, 3.07814979, 0.0], [-0.0, 0.0, 6.15267679]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[26 26 26 26 73 73 51 51],-8.1471426175,-0.0259635212500004,506.9
62788,Lu2FeIn,786a3401-5788-41f6-b70e-9c2d7283e59d,"[[3.53274203, 3.53274203, 0.0], [-3.53274203, 3.53274203, -0.0], [-0.0, 0.0, 7.05705657]]","[[0.5, 3.1426665609805555e-17, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 3.1426665609805555e-17, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5000000000000002, 0.5000000000000002, 0.0], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000002, 0.49999999999999983]]",[71 71 71 71 26 26 49 49],-5.047757705,-0.1125492800000005,270.7
715,Sc2FeSn,569ab06a-49d0-4504-ad96-9065647dfb5e,"[[3.39202557, 3.39202557, 0.0], [-3.39202557, 3.39202557, 0.0], [0.0, 0.0, 6.78418555]]","[[0.5, 3.27303848899098e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 3.27303848899098e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[21 21 21 21 26 26 50 50],-6.48324193125,-0.3298832375000007,195.9
93436,Ta2MnAl,6746888f-8c4f-4a8c-9037-17175d79e6dc,"[[2.67896363, 2.67896363, -0.0], [-2.67896363, 2.67896363, -0.0], [0.0, 0.0, 8.81362809]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 25 25 13 13],-9.11544702125,-0.0648529712500014,68.8
54248,Ir2CrGa,fb0da8f1-f5a5-4a67-b4ee-af0937ec93d0,"[[2.82799818, 2.82799818, -0.0], [-2.82799818, 2.82799818, 0.0], [0.0, 0.0, 7.00451479]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 24 24 31 31],-7.84333463125,-0.3096590637500007,14.1
15780,Fe2TaSi,3f5fd208-f7da-4bfd-9cf5-f165bab880eb,"[[2.93954514, 2.93954514, 0.0], [-2.93954514, 2.93954514, 0.0], [0.0, 0.0, 5.76340502]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[26 26 26 26 73 73 14 14],-8.8600227625,-0.417931897499999,225.1
17724,Co2NbSi,01daafdd-7a4e-4ab7-a7b6-dd58cffe183b,"[[2.77267525, 2.77267525, 0.0], [-2.77267525, 2.77267525, 0.0], [-0.0, 0.0, 6.60023112]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 41 41 14 14],-7.76959342875,-0.3727325662500007,274.2
100555,Pt2FeGa,0d1126df-8f30-455c-bdf2-852c387aa70d,"[[2.71178974, 2.71178974, 0.0], [-2.71178974, 2.71178974, 0.0], [0.0, 0.0, 7.96741744]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 26 26 31 31],-6.1562629175,-0.3097931475000006,133.3
12755,MnPdGe,fe5c5ffe-0a39-4bad-8453-728a0e9962bc,"[[2.66831029, 2.66831029, -0.0], [-2.66831029, 2.66831029, 0.0], [0.0, 0.0, 7.33022489]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[25 25 46 46 32 32],-6.252735301666667,-0.0571425883333335,35.6
38190,Pd2MnBi,0403fc05-097f-4c03-bcaa-126deae916a3,"[[-0.0, 3.31101209, 3.31101209], [3.31101209, -0.0, 3.31101209], [3.31101209, 3.31101209, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[46 46 25 83],-5.98911566,-0.1983024162500006,251.8
98974,Ir2MnGa,ddce8b27-16f7-4b6f-b94d-559ce73303ca,"[[2.6697452, 2.6697452, -0.0], [-2.6697452, 2.6697452, -0.0], [0.0, -0.0, 7.90096614]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 25 25 31 31],-7.601209915,-0.2333035225000008,205.0
3324,Ti2FeSn,1b5987c6-aef0-4622-bb4b-7cb19e20a93c,"[[2.91927587, 2.91927587, -0.0], [-2.91927587, 2.91927587, -0.0], [-0.0, -0.0, 7.73173679]]","[[0.4999999999999999, 3.8030767699428027e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 3.8030767699428027e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[22 22 22 22 26 26 50 50],-7.1401484275,-0.2105867812499999,194.9
86462,Rh2NiGe,4bc44ad0-1a4c-4819-bc93-50226a5ae6d5,"[[2.68326719, 2.68326719, -0.0], [-2.68326719, 2.68326719, 0.0], [0.0, 0.0, 7.44842284]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 28 28 32 32],-6.30991195125,-0.1813238012499995,135.8
8293,Cr2VGe,b7a5d92d-9c3b-444b-a82f-a291af946ae9,"[[2.96368365, 2.96368365, -0.0], [-2.96368365, 2.96368365, -0.0], [0.0, 0.0, 5.9346733]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[24 24 24 24 23 23 32 32],-8.1373505075,-0.0086443675000005,929.9
28607,Zr2FeSb,ffd04265-ca56-476e-985d-68f13509db3a,"[[3.08654854, 3.08654854, -0.0], [-3.08654854, 3.08654854, -0.0], [0.0, 0.0, 8.16522049]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 26 26 51 51],-7.64915329875,-0.2874505725,12.0
16773,CoCrGe,5f4039ff-686b-4f8a-add0-a0b8e88724a9,"[[2.74047555, 2.74047555, -0.0], [-2.74047555, 2.74047555, -0.0], [0.0, 0.0, 5.48566784]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 24 24 32 32],-7.056375071666667,-0.032171496666668,157.5
17047,Co2FeGe,3efbd141-bd40-4e98-9758-11897a4d44ba,"[[2.85790464, 2.85790464, -0.0], [-2.85790464, 2.85790464, -0.0], [0.0, 0.0, 5.77513009]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[27 27 27 27 26 26 32 32],-6.88010434,-0.1651445975000003,1278.6
7022,V2RhSn,76e8ed5d-f620-454c-93b1-87b11a2b2c47,"[[3.13940695, 3.13940695, 0.0], [-3.13940695, 3.13940695, 0.0], [0.0, 0.0, 6.27971312]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 45 45 50 50],-7.387522595,-0.1317418087500002,603.4
15793,FeTaGe,1d4a78b3-7135-40fa-b6eb-756eae3b9f6d,"[[0.0, 2.88141393, 2.88141393], [2.88141393, 0.0, 2.88141393], [2.88141393, 2.88141393, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[26 73 32],-8.40763036,-0.2108189933333335,390.9
87953,Pd2CoIn,5cd6070f-d2ba-4e9e-b5fa-8c9a96f0a0d8,"[[2.833613, 2.833613, -0.0], [-2.833613, 2.833613, 0.0], [0.0, -0.0, 7.73606784]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 27 27 49 49],-5.142188545,-0.1362517537499998,179.4
5911,V2FeSb,230e152c-8995-49f5-894c-2c40fc6470ab,"[[2.66667476, 2.66667476, 0.0], [-2.66667476, 2.66667476, 0.0], [-0.0, -0.0, 8.15745259]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 26 26 51 51],-7.63255588375,-0.0499489375000008,4.6
45283,Hf2CoSn,00c17051-479f-4c18-975e-4de9cdee1537,"[[3.0217048, 3.0217048, -0.0], [-3.0217048, 3.0217048, 0.0], [-0.0, 0.0, 8.24183378]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 27 27 50 50],-7.8643704425,-0.1813725150000005,2.0
101745,Au2TiSb,7484fb73-069e-4487-ab64-5522a3809af0,"[[3.38472887, 3.38472887, 0.0], [-3.38472887, 3.38472887, 0.0], [0.0, -0.0, 6.72167877]]","[[0.49999999999999983, 3.280094410117867e-17, 0.24999999999999997], [0.9999999999999998, 0.49999999999999983, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999998, 0.49999999999999983, 0.0], [0.49999999999999983, 3.280094410117867e-17, 0.7499999999999998], [0.9999999999999998, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.49999999999999983]]",[79 79 79 79 22 22 51 51],-4.6853399125,-0.0903718074999995,222.9
65431,Sc2HfTl,d65cb59c-5d0b-438e-a3a8-a8073bb96b8c,"[[3.07485745, 3.07485745, 0.0], [-3.07485745, 3.07485745, -0.0], [0.0, -0.0, 9.67521214]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 72 72 81 81],-6.223726965,-0.064054944375,102.3
45235,Hf2CoAl,25c2b725-b42f-4cb4-ba7e-8294b03f2b28,"[[3.27089188, 3.27089188, 0.0], [-3.27089188, 3.27089188, 0.0], [0.0, 0.0, 6.54178376]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 27 27 13 13],-7.91400027375,-0.2576304525000008,15.2
36858,RhNbIn,021fb887-9f4b-496a-8455-899e7edf7403,"[[0.0, 3.11892353, 3.11892353], [3.11892353, 0.0, 3.11892353], [3.11892353, 3.11892353, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[45 41 49],-6.754554353333333,-0.1187829933333333,245.6
8586,Cr2FeAl,9d4fc68b-69a7-4517-b0a0-e6d18cc0555b,"[[2.42202812, 2.42202812, -0.0], [-2.42202812, 2.42202812, -0.0], [-0.0, -0.0, 8.15305876]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 26 26 13 13],-7.79009354125,-0.0284035937500011,229.0
55948,PtTiBi,a20016f6-b28c-4731-9eb4-60fb5f974ff2,"[[-0.0, 3.21763439, 3.21763439], [3.21763439, 0.0, 3.21763439], [3.21763439, 3.21763439, -0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]",[78 22 83],-6.295101306666666,-0.366434839999999,160.2
8157,Cr2TiGe,9432936c-1b80-414e-bed4-3ce612ce4182,"[[2.65390241, 2.65390241, -0.0], [-2.65390241, 2.65390241, -0.0], [0.0, 0.0, 7.81882277]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 22 22 32 32],-7.9022251525,-0.0630196737500004,558.5
86142,Rh2VIn,f507ba3d-9ac1-4e73-9918-a5328e40fab3,"[[2.69376019, 2.69376019, -0.0], [-2.69376019, 2.69376019, 0.0], [0.0, 0.0, 8.52492233]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 23 23 49 49],-6.7253287175,-0.2162323200000004,242.9
14387,Fe2CoGa,51685b37-de8f-4d2a-b86b-53bf6f3cfbde,"[[0.0, 2.86383179, 2.86383179], [2.86383179, 0.0, 2.86383179], [2.86383179, 2.86383179, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.7500000000000001, 0.7500000000000001, 0.7500000000000001], [0.0, 0.0, 0.0]]",[26 26 27 31],-6.768656085,-0.1480361912500001,1081.4
56002,Pt2VSn,bb46e2e7-9805-4fc8-9294-c551f2608ff6,"[[3.46980762, 3.46980762, -0.0], [-3.46980762, 3.46980762, 0.0], [-0.0, -0.0, 5.55059184]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 23 23 50 50],-6.5992164425,-0.3455648337500001,0.2
18120,CoPdSb,243aed64-12ba-4e3e-bef2-b24379937c8a,"[[0.0, 2.96476371, 2.96476371], [2.96476371, 0.0, 2.96476371], [2.96476371, 2.96476371, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 46 51],-5.555602873333334,-0.0916699900000009,86.2
12373,Mn2NbSi,0b0a94d8-acc1-4327-8f2d-d14492dd8c9e,"[[2.94185607, 2.94185607, 0.0], [-2.94185607, 2.94185607, 0.0], [-0.0, -0.0, 5.88250304]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 41 41 14 14],-8.73463667,-0.4280366000000004,216.6
60341,La2MnSn,590c2f9a-6d54-4450-9edc-c0101147806a,"[[3.87629743, 3.87629743, 0.0], [-3.87629743, 3.87629743, -0.0], [0.0, 0.0, 7.75889065]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[57 57 57 57 25 25 50 50],-5.82953183375,-0.2258899599999999,401.8
36380,Rh2FeIn,7c49222f-aecf-4ced-9616-cc3cdbf3ba7b,"[[2.72333743, 2.72333743, 0.0], [-2.72333743, 2.72333743, -0.0], [-0.0, -0.0, 8.23068178]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 26 26 49 49],-6.393604915,-0.0569773575000001,182.5
17810,CoMoSi,9e585f1d-58f0-48c3-a7ac-8925ca714164,"[[2.7723041, 2.7723041, -0.0], [-2.7723041, 2.7723041, -0.0], [-0.0, -0.0, 5.53982391]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 42 42 14 14],-8.000118904999999,-0.205681786666665,0.0
71062,Mn2HfSb,4ca841ec-9b95-448e-a008-e1badd2920af,"[[2.75126496, 2.75126496, -0.0], [-2.75126496, 2.75126496, -0.0], [0.0, 0.0, 8.99432338]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 72 72 51 51],-8.0392437075,-0.0945875087500009,859.3
12058,Mn2ZnGa,7f66bfa2-1b10-4d09-8a6f-b2110acaa1e1,"[[2.72876752, 2.72876752, 0.0], [-2.72876752, 2.72876752, 0.0], [0.0, 0.0, 7.19603465]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 30 30 31 31],-5.56757980875,-0.1367848524999999,649.6
19214,Ni2VSb,14b4c48e-4fe0-431b-8c80-81b12076cf21,"[[2.72150182, 2.72150182, 0.0], [-2.72150182, 2.72150182, -0.0], [0.0, 0.0, 7.55281411]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 28 28 23 23 51 51],-6.05392697375,-0.0385729075000007,185.0
71755,Fe2MnP,ec9a5519-d0a6-4f4b-8753-9be2705c78d6,"[[2.77372911, 2.77372911, 0.0], [-2.77372911, 2.77372911, 0.0], [0.0, 0.0, 5.54304031]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[26 26 26 26 25 25 15 15],-7.9381256675,-0.2358771533928561,716.4
38209,Pd2FeGa,69c3cb51-b369-46f1-8b14-3c8629a592e8,"[[2.78967358, 2.78967358, 0.0], [-2.78967358, 2.78967358, -0.0], [0.0, -0.0, 7.38125537]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[46 46 46 46 26 26 31 31],-5.7367953,-0.3358457450000003,502.5
71720,Fe2VGa,dea85727-6b65-4501-a233-4d6b214a7aad,"[[2.56156315, 2.56156315, 0.0], [-2.56156315, 2.56156315, -0.0], [0.0, 0.0, 7.58007737]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[26 26 26 26 23 23 31 31],-7.2233723525,-0.1219912225000001,560.6
172,Sc2TiSb,42735124-9900-4122-9e37-732bd7eeb5d9,"[[2.9984022, 2.9984022, 0.0], [-2.9984022, 2.9984022, 0.0], [-0.0, -0.0, 9.41317052]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 22 22 51 51],-6.50122939375,-0.3908585437500003,16.8
45137,Hf2FeAl,36eb9212-ee4b-4f82-a036-b14f6deaa762,"[[0.0, 3.27512751, 3.27512751], [3.27512751, 0.0, 3.27512751], [3.27512751, 3.27512751, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[72 72 26 13],-8.181561705,-0.216899487500001,74.7
5130,Ti2AuIn,51e6db10-c23d-4fcd-ab6c-c842f0e58ccf,"[[2.94609806, 2.94609806, -0.0], [-2.94609806, 2.94609806, 0.0], [0.0, 0.0, 8.36498459]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 79 79 49 49],-5.6394355775,-0.294141967499999,166.2
78106,Y2MnGa,7d8e7b05-8af5-4af7-a00c-6b3dcdb9cc2f,"[[3.0471462, 3.0471462, -0.0], [-3.0471462, 3.0471462, 0.0], [-0.0, 0.0, 9.67051961]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 25 25 31 31],-6.25749569125,-0.1031511287500004,398.4
14360,Fe2CoAl,458be8d1-472f-4049-b0f4-112aa0566fd4,"[[0.0, 2.84842706, 2.84842706], [2.84842706, 0.0, 2.84842706], [2.84842706, 2.84842706, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",[26 26 27 13],-7.096703695,-0.267998908750001,1121.0
62664,Lu2MnSi,f07675d4-1b3d-46ed-9436-e642bbccd0ef,"[[0.0, 3.42202205, 3.42202205], [3.42202205, 0.0, 3.42202205], [3.42202205, 3.42202205, -0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.7500000000000001, 0.7500000000000001, 0.7499999999999997], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]",[71 71 25 14],-6.00463058,-0.2064558349999998,547.1
14311,Fe3Ge,e1824dd1-d839-4081-a234-1095f5285b28,"[[2.83426706, 2.83426706, 0.0], [-2.83426706, 2.83426706, -0.0], [-0.0, -0.0, 5.82012921]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 26 26 32 32],-7.43582842875,-0.104283893749999,1015.2
